"Country Name","Country Code","Year","average_value_Automated teller machines (ATMs) (per 100,000 adults)","average_value_Bank liquid reserves to bank assets ratio (%)","average_value_Borrowers from commercial banks (per 1,000 adults)","average_value_Broad money (% of GDP)","average_value_Broad money (current LCU)","average_value_Broad money growth (annual %)","average_value_Broad money to total reserves ratio","average_value_Claims on central government (annual growth as % of broad money)","average_value_Claims on central government, etc. (% GDP)","average_value_Claims on private sector (annual growth as % of broad money)","average_value_Commercial bank branches (per 100,000 adults)","average_value_Consumer price index (2010 = 100)","average_value_DEC alternative conversion factor (LCU per US$)","average_value_Deposit interest rate (%)","average_value_Depositors with commercial banks (per 1,000 adults)","average_value_Depth of credit information index (0=low to 8=high)","average_value_Domestic credit provided by financial sector (% of GDP)","average_value_Domestic credit to private sector (% of GDP)","average_value_Domestic credit to private sector by banks (% of GDP)","average_value_Foreign direct investment, net (BoP, current US$)","average_value_Foreign direct investment, net inflows (% of GDP)","average_value_Foreign direct investment, net inflows (BoP, current US$)","average_value_Foreign direct investment, net outflows (% of GDP)","average_value_Foreign direct investment, net outflows (BoP, current US$)","average_value_GDP deflator: linked series (base year varies by country)","average_value_Inflation, GDP deflator: linked series (annual %)","average_value_Inflation, consumer prices (annual %)","average_value_Interest rate spread (lending rate minus deposit rate, %)","average_value_International migrant stock (% of population)","average_value_International migrant stock, total","average_value_Lending interest rate (%)","average_value_Monetary Sector credit to private sector (% GDP)","average_value_Net domestic credit (current LCU)","average_value_Net foreign assets (current LCU)","average_value_Net migration","average_value_Official exchange rate (LCU per US$, period average)","average_value_Personal remittances, paid (current US$)","average_value_Personal remittances, received (% of GDP)","average_value_Personal remittances, received (current US$)","average_value_Personal transfers, receipts (BoP, current US$)","average_value_Portfolio equity, net inflows (BoP, current US$)","average_value_Portfolio investment, net (BoP, current US$)","average_value_Private credit bureau coverage (% of adults)","average_value_Public credit registry coverage (% of adults)","average_value_Real interest rate (%)","average_value_Strength of legal rights index (0=weak to 12=strong)","average_value_Total reserves (% of total external debt)","average_value_Total reserves (includes gold, current US$)","average_value_Total reserves in months of imports","average_value_Total reserves minus gold (current US$)"
"Austria","AUT","2010","112.918308777036","","","","","","","","6.16803218853719","","11.29","100","0.755044951989835","","","","","98.5283239444692","98.1893542285576","7679700298.1241","-5.61565003443295","-22007325156.2771","-3.65600664581811","-14327624858.153","90.5848208974789","0.873054962177932","1.81353438995065","","15.2048871387536","1275992","","98.5283239444692","399634000000","179603367894.225","","","2989978304.90621","0.761302287910199","2983488445.59884","458145131.024531","-538709101.443002","9928912012.12125","40.6","1.4","","","","22241623425.0213","1.20129993780002","9589312425.02126"
"Azerbaijan","AZE","2004","","31.8162307392133","","17.6535586582497","1505883860.66602","47.5112418284106","1.42537128686645","-9.33022745818676","-0.308945197872711","28.8063042713516","6.52","55.635135464322","0.9827","9.18166666666667","","","","","9.31449990237809","-2351283000","54.3652721964315","4719107000","27.2779142904035","2367824000","87.1647098494835","9.2519655783619","6.70893042797785","6.53833333333333","","","15.72","9.32207375082493","932162238.092614","951043169.970073","","0.9826955","172305000","2.34526858221378","203578000","191315000","","18071000","0","0","5.92029112464695","","49.5606549943147","1075084292.67504","1.85191570856929","1075084292.67504"
"Burundi","BDI","2012","0.987617254858583","11.2827997982187","10.59","26.0636429269626","877252700000","16.0691825327873","1.96965592361981","5.67068155058512","7.73017193483887","9.55013897607251","2.77","129.495248990341","1442.505625","","36.36","","","20.2052136038576","19.9638006898785","-604919.651526489","0.0259254087426207","604919.651526489","","","205.430231564556","14.2924396823893","18.1610453065451","","","","14.32","20.2052136038576","970505400000","197171566989.112","-70001","1442.505625","5235126.8994185","1.99003508813629","46433649.08889","36120205.7704281","","","0","0.3","0.024113858875751","","46.2685491232757","308757013.647554","3.92797591339733","307157909.647554"
"Bahamas, The","BHS","1998","","","","41.9728912577087","2868100000","16.2433470431934","8.27691096842357","1.3983570864629","6.63230512115811","11.3173219244817","","77.7685449697281","1","5.3625","","","50.0876599904584","41.5148348801883","40.499208279552","-145900000","2.1497917526437","146900000","0.01463438905816","1000000","83.8273024223271","3.0492","1.33661336613368","1.3875","","","6.75","40.499208279552","3379000000","-400485946.472214","","1","39300000","","","","","","","","-5.52974392408555","","","346518164.92189","1.35296999383832","346518164.92189"
"Bolivia","BOL","2000","","","","52.1769139026221","27094684561.77","1.55312295119305","3.70048233520952","3.11149691708087","2.20485868185812","-2.03635017087789","","62.6303680784418","6.1835","10.9825","","","","","58.7154072246504","-733550000","8.76825043369255","736350000","0.033341619086493","2800000","232.277135738013","5.19540790953587","4.60822998872598","23.6133333333333","1.11107220662312","92658","34.5958333333333","58.7218028078497","32211450120.64","6831169751.23101","","6.18354166666667","37000000","1.5107325762512","126870000","101070000","0","-55400000","","","27.9483924327578","","20.0942713618779","1184108227.67537","5.81670329014233","926431168.382596"
"Barbados","BRB","2013","36.8712369649333","9.51259177882617","","105.006247155076","9822284358.88584","3.7587147379968","7.21210915508771","5.30995815027","27.1107391263313","-0.997462762164278","19.09","116.468355477784","2","2.51083333333333","","0","","83.3349336006085","83.1213915181839","-77793292.9439255","2.22556021294586","104089451.159478","0.562244135461882","26296158.2155522","105.910326086957","2.90072679901915","1.81410436049101","6.18916666666667","","","8.7","83.3349336006085","11337249031.422","1582927475.76412","","2","63896785.9782236","4.08342170151452","190981632.979834","127052274.154","-1006318.5475","-74376318.13065","0","0","5.63579420805035","6","","680957827.153573","2.81404969138346","680957827.153573"
"Botswana","BWA","1994","","","","20.9218512234796","2392330000","12.8095705151178","0.202462309627089","-51.3618273384009","-58.7558812726287","7.80362902465247","","26.6744353320637","2.6846","10.585","","","","13.9902576390954","13.9902576390954","23615780.9289904","-0.332319066404683","-14154569.0110668","0.222129060175762","9461211.91792361","34.5243414934603","9.4638048397462","10.5429209938218","3.3316666666667","","","13.9166666666667","13.9902576390954","-4874150000","10673399013.9276","","2.6846455","145307825.558347","1.64060684050826","69878875.73","","0","111746.597455791","","","4.06788511822647","","628.423709663835","4401465617.84401","24.7813660448794","4401465617.84401"
"Congo, Rep.","COG","2002","","22.0039586720084","","12.6611715520927","266505000000","12.6780512347845","10.8376586569358","7.58628270878872","8.73837236923369","-16.9060413751115","","79.2008803678168","693.7132","5","","","","2.86607439783363","2.86607439783363","-326982578.498528","6.56357856329718","199155450.954144","-4.21280657967708","-127827127.544384","73.6939821158959","-1.7389275602747","4.37875971780872","","","","","2.86607439783363","249109000000","29269438051.8682","51485","693.713226496374","34864291.639488","0.038773670452951","1176490.49976873","1176490.49976873","","7030248.10837412","","","","","0.707225219519357","35447852.891381","0.171213397494205","31634416.391381"
"Comoros","COM","2010","1.96745824069884","48.3165957752983","4.54","20.4028166767333","68746678707.7524","19.4120667816831","1.26819859189755","-2.64424113723788","1.70456848335792","12.6034833893838","1.23","100","371.0956966672","1.75","60.77","","","10.4775984667333","10.3754513691185","-8350406.72212085","0.919669859057925","8350406.72212085","0","0","105.889248193786","1.65343951683698","3.35475770328918","8.75","1.80593821338352","12618","10.5","10.4775984667333","43704086686.3238","45974367712.5894","","371.095696667211","786611.698547614","9.60948575935994","87252086.9209325","87252086.9209325","0","45001.8691943392","0","0","8.70266714555954","","52.4746999105647","146075888.489772","6.35855293538125","145262103.989772"
"Caribbean small states","CSS","1987","","","","54.6382657973906","","","","","21.2141390100424","","","","","","","","","34.6461313999295","32.0843466539206","","0.576526819247637","89487037.037037","0.166755360239112","23657842.4832889","","","4.89052222229888","5.80340259306013","","","","32.161017119035","","","-341887","","147931481.957","2.12778136757281","264975927.359","157548148.148148","-100000","","","","","","4.49659898824433","","1.57410822178779",""
"Czech Republic","CZE","1990","","","","","","","","","","","","","17.953","","","","","","","","","","","","24.7418498088803","","","","1.06932581639085","110394","","","","","","","","","","","","","","","","","","","",""
"Denmark","DNK","1970","","","","42.4664070691337","54385000000","4.82238883642041","14.8611082760647","-3.12241003797005","-0.977621433309836","7.92745215195729","","14.572732791715","7.5","","","","","47.0406134240291","27.1852158152412","","0.609061276343189","104000000","0.169834394364928","29000000","","","6.51484141652983","","","117442","","47.0406134240291","58991000000","3342493969.62878","","7.5000000065","","","","","","","","","","","","487940280","","419030000"
"Euro area","EMU","1997","","","","","","","","","","","","","","","","","","","","","1.31249802076777","90990870778.1421","2.21106986663496","153285695927.174","","","2.1092456273948","","","","","","","","2351361","","24389798266.4826","0.470437707290534","32706617734.652","","44137382502.7913","","","","","","","","3.04375510858116",""
"Finland","FIN","1992","","","","","","","","","","","","76.8152744292349","0.7534","","","","","","","-1153411829.44623","0.352226819740318","396369713.714145","-0.672731865245633","-757042115.732085","66.263892579682","0.887746783677983","2.91932319285018","","","","","","","","47223","4.47944","34072172.0820614","0.0916296482926093","103113151.6","","89100849.4704575","-7620823265.65163","","","","","","5880752713.93197","2.06489792443829","5213449146.8093"
"Guinea-Bissau","GNB","1970","","","","","","","","","","","","","0.5490769231","","","","","","","","","","","","","","","","","12241","","","","","","276.403137026845","","","","","","","","","","","","","",""
"Equatorial Guinea","GNQ","1987","","","","33.6281904928414","9434000000","-10.4508780256289","55.2062546335434","-11.8586627247438","17.2469083847039","-8.03986710963455","","27.0812378678958","300.5366","","","","","26.7913376875341","26.7913376875341","0","1.79975868333508","1680000","0","0","","","-13.1744727471927","","","","","26.7913376875341","12354420721.327","-7089326570.0064","20000","300.536562401478","","","","0","0","0","","","","","","568604.403598341","0.0717809070948423","568604.403598341"
"Equatorial Guinea","GNQ","1968","","","","","","","","","","","","","70","","","","","","","","","","","","","","","","","","","","","","","247.564693756951","","","","","","","","","","","","","",""
"Heavily indebted poor countries (HIPC)","HPC","1961","","","","","","","","","","","","","","","","","","","8.05375011655551","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Croatia","HRV","1962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1854","","","","","","","","","","","","","","",""
"Croatia","HRV","1991","","","","","","","","","","","","0.241079928100626","0.0243","","","","","","","","","","","","","","122.222222222222","","","","","","","","","","","","","","","","","","","","","","",""
"IBRD only","IBD","1978","","","","29.827526002233","","","","","3.6994337577553","","","","","","","","","","28.1112003772313","","0.627712326790427","5849369133.22178","0.0528960482632184","497206504.016622","","","10.3556722757192","","","","","33.7978094333586","","","","","2781797851.799","","7202456436.8057","","15670639.2891321","","","","","","24.8514083606549","","6.8830619337345",""
"IDA & IBRD total","IBT","2003","","15.2015416471712","","71.7001009219268","","","","","15.4771634700212","","","","","","","","","55.3275243344831","50.3244141444675","","2.39632064095625","173995076283.802","0.477288378274439","34054485076.5601","","","4.63422674362029","7.97499041188543","","","","50.4986714394197","","","","","20378721124.706","1.76222962371268","126416068903.998","103420056146.891","25486448564.6569","","","","","","49.5066504804981","","8.94799961417712",""
"IDA blend","IDB","2011","4.40934963291831","11.7199967931438","27.45","31.705952381105","","","","","7.08066852782829","","4.92","","","","250.54","","","15.3092665337337","15.0944539358464","","1.88620685133384","15172192765.1942","0.198588825795433","1597400594.665","","","3.95348186923232","6.50781636766864","","","","15.1421671736404","","","","","1300468221.03677","5.1620464547506","41522256065.913","39570243252.0113","2631393940.57889","","8.34615384615384","2.98461538461538","","","58.679567649393","","4.24353989753583",""
"Indonesia","IDN","1982","","","","18.7828469662567","11200700000000","14.0720462533239","3.71148597476585","-4.91548502541509","-8.59211236806713","26.9408094739061","","6.82474187294335","661.4199829102","","","","","","14.2022987426341","-225000000","0.249560636555835","225000000","-0.0033274751540778","-3000000","","","9.44542395353453","","","","","14.8879975047206","8868300000000","5590165730182.56","475080","661.42074999925","","","","0","0","-315000000","","","","","18.1539381616292","4562680197.54433","2.0481880282258","3144462597.54433"
"IDA only","IDX","1976","","","","20.5719852780384","","","","","9.57490287247513","","","","","","","","","9.8861117213412","10.479635465861","","0.658503433479163","551023132.645772","","6079659.42076327","","","","","","","","10.9405827587949","","","","","508710775.7879","","409470064.8222","","35136985.2812121","","","","","","12.6648209530069","","",""
"India","IND","2011","8.81832249331935","","","78.837311286536","68874866612000","16.1375893445465","4.81102674416145","7.16172126219369","24.8190674818276","10.4740711010959","10.47","108.858360966367","47.9215","","","","","51.2892331325282","51.2892331325282","-23890659988.138","2.00206555189983","36498654597.8589","0.691588004127191","12607994609.7209","100","8.73358014404614","8.85836096636667","","","","10.1666666666667","51.2892331325282","66523569983099","14889307028901","","46.6704666666667","4077745355.88492","3.42827009247722","62499075444.7366","60259412355.0708","-4048294106.03908","-2664809741.51346","","","1.31797970849672","","89.3361512583746","298739463090.872","6.18879010347658","271285421552.138"
"India","IND","1966","","","","20.4604626185769","65690000000","11.2070424919587","15.391781315369","7.16099542915185","13.7669728686421","7.21178263077704","","3.77048318332544","7","","","","","9.51540771803201","9.51540771803201","","","","","","","","10.8018483489341","","","","","9.51540771803201","74750000000","493025000.36093","","6.35912500535912","","","","","","","","","","","","609694584.532287","","365000000"
"Ireland","IRL","2019","73.4056440612752","","","","","","","","9.62726787380795","","21.18","106.584326346003","0.893276257067393","","","7","","36.0493126983705","36.0493126983705","-97444443421.6992","-11.6995413553219","-46633226471.2934","-36.1468160117368","-144077669892.993","106.23491390116","3.14837359386615","0.939044481054341","","","","","36.0493126983705","252402000000","208391369448.779","","","754350354.112555","0.147190301862028","586686133.468616","0","245786998311.96","32398324972.9978","100","94.4","","7","","5732541811.18074","0.10343682129619","5438602811.18074"
"Iceland","ISL","1975","","","","25.0683625859995","542070000","28.953753925207","7.08147680014139","19.4428585022362","4.62456188056884","35.4886287943667","","","1.537","","","","","28.4979376766294","28.4355060912417","","3.01377148282415","42400000","","","","","","","","5279","","28.4979376766294","776980000","-178012572.578071","","1.53694999974941","","","","","","","","","","","","49803248.17447","","45595748.17447"
"Italy","ITA","2004","74.2674609886765","","412.56","","","","","","14.7667282463426","","56.21","89.201597564227","0.8054","","684.6","","","67.7279578384639","67.4079179574184","-5785237059.70419","1.1147095323488","20100742901.8038","0.793746531270331","14313051509.1631","84.2634508770757","2.67018368106109","2.20673661423654","","","","5.50616666666667","67.7279578384639","1453113000000","25970162781.505","","","2688635650.86581","0.204563988450876","3688753006.49351","0","25228561271.7533","-37802708052.9221","57.1","7.9","2.76222646529531","","","62386140318.1329","1.50381363654988","27859038318.1329"
"Jordan","JOR","2011","24.9217837001541","","","126.642330067935","26546950000","2.69780011899613","3.09137597590305","6.91283958965678","29.312218459466","5.14139881576412","16.57","104.162441629278","0.71","3.395","","","","71.8259479340805","71.7325414665681","-1455211267.60563","5.03335872688493","1486056338.02817","0.104474036696787","30845070.4225352","84.0693534211355","5.91051095801734","4.16244162927781","5.31833333333333","","","8.71333333333333","71.8259479340805","21842630000","9041094508.77223","","0.71","549859154.929578","12.4777301545258","3683943661.97183","3347042253.52113","109436619.71831","-238169014.084507","0","1.6","2.64640624425561","","68.4218141508969","12094960533.4281","6.51551435816015","11467250533.4281"
"Japan","JPN","2011","128.579216887998","4.45012469081071","","228.079082881147","1120800000000000","2.9012118986412","10.8376741868541","2.44434447300771","115.19758001744","-0.534162688211531","33.9","99.7323663990331","79.8070198321892","0.461583333333333","","","323.734021694781","159.611850425868","100.3575640226","117685915139.306","-0.013816039260467","-850717035.068239","1.89745781202455","116835198104.238","97.2828348454158","-1.67432577432007","-0.267633600966946","1.03933333333334","","","1.50091666666667","101.168722152751","1173370700000000","78705800000000","","79.8070198321892","4536170392.33335","0.0346202714376098","2131729225.38912","1941740916.56083","5644539995.81056","-168446360029.062","","","3.22931163807616","","","1295838676317.29","15.233315561171","1258172340310.09"
"Kiribati","KIR","1987","","","","","","","","","","","","","1.4282","","","","","","","-219160.04985366","0.652092465002078","219160.04985366","0","0","","","","","","","","","","","-664","1.42818","1190326.095","15.1772962963538","5100897.789","2510187.79145486","","7743421.69754513","","","","","","","",""
"Kiribati","KIR","1979","","","","","","","","","","","","","0.8946","","","","","","","0","0","0","0","0","","","","","","","","","","","","0.894640915666667","4876816.75","3.67167437984421","1564873.695","0","0","0","","","","","","","",""
"St. Kitts and Nevis","KNA","2019","99.7032090521239","12.8648217943985","","106.944057191072","3016592410","-15.1175872982392","3.18160495438661","-15.4123519268835","-45.9832163419269","0.620060184496718","37.1","104.220830481643","2.7","2.00926616666667","","0","","51.4497716894977","51.4497716894977","","8.83178762869374","92266666.6667","","","133.492347445836","1.27236736618104","-0.329562063663904","6.51415691666666","","","8.52342308333333","51.4497716894977","365478220","2512424707.68504","","2.7","","2.47506987355753","25857329.9768192","","","","0","0","7.15995478898394","5","","351161273.686018","","351161273.686018"
"St. Kitts and Nevis","KNA","1972","","","","","","","","","","","","","1.922","","","","","","","","","","","","","","","","","","","","","","","1.92127814947601","","","","","","","","","","","","","",""
"Korea, Rep.","KOR","2010","265.375150216093","7.38121844458194","","125.549369686269","1660530025000000","5.97887647571808","4.91665531137869","0.375041644302289","-3.87252104019685","3.53455327793634","18.18","100","1156.061","3.85666666666667","","","","130.038594788854","130.038594788854","18724200000","0.830143714297898","9497400000","2.46677868126325","28221600000","92.7095550455693","2.73749683726491","2.93918135927598","1.655","1.87263033656867","919275","5.51166666666667","130.038594788854","1911131587000000","254496482386339","","1156.46","9544200000","0.511657112513488","5853700000","5125200000","23595300000","-42364700000","93.3","0","2.70025055583747","","","292143494466.557","6.5467233974824","291491117611.862"
"Liberia","LBR","1983","","","","","3126679.09115483","10.6767180925666","0.153298641456895","44.1777468520109","","-2.67089456674187","","","1","10.2499999995833","","","","","","-1057307.16723739","","1057307.16723739","","60968000","","","","10.44166666675","","","20.6916666663333","","42164707.456629","-218955447.222941","","46.4387280455991","125999961.9","","","0","0","-107668.75430116","","","","","2.02631223764675","20396000","17.7911264648603","20396000"
"Lithuania","LTU","1995","","","","","","","","","","","","51.307602075259","0.9865","","","","","","","-71555000","0.922285561892422","72557500","0.0127428766949957","1002500","48.0695700991724","","39.647629032829","","7.54082256753505","273587","","","","","","4","967500","0.0139186533476512","1095000","1095000","6240000","-16187500","","","","","","828984702.114376","2.50835349711539","757049202.114376"
"Monaco","MCO","1987","","","","","","","","","","","","","0.9163265783","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Middle income","MIC","2015","30.4902776814468","20.8841295928027","117.64","122.789817982347","","","","","13.8908843281839","","10.66","","","","584.67","4.57547169811321","","94.784640008553","92.3400604084171","","2.29945413555501","603494548380.313","1.07663060615617","281301626363.459","","","2.89133617272295","6.52083333333337","1.37199089190242","74921389","","92.3793729399466","","","","","82545247662.4285","1.56602365931495","411009779763.673","317488491718.193","17152158758.9876","","23.3896226415094","13.5896226415094","","4.90566037735849","98.4949981685257","","14.7108357041529",""
"Mali","MLI","1985","","","","20.3976061209971","127579300000","8.67987051707982","","2.39781923502854","6.97385157208535","11.0303262628844","","","449.263","","","","","13.3574036084362","13.3026440973208","-2893628.24870677","0.207846336813044","2893628.24870677","0","0","","","","","","160019","","13.3574036084362","127164300000","-54672970392.5422","","449.262962711607","28713695.53","4.81244235136344","66998626.71","66998623.2969797","0","0","","","","","","","",""
"Malawi","MWI","1990","","","","18.6484082855368","957117900","11.0747625590701","2.46816595477393","-13.9702537345304","6.23150306262862","15.5341608563656","","2.09540565732911","2.7289","","","","19.6794018436659","10.0728357627346","10.0728357627346","0","1.23885327390738","23300000","0","0","0.291887900424558","10.6608342866521","11.8235380454151","","11.9855908142397","1127724","21","10.0728357627346","874537000","-48538589.00474","","2.72888166666667","36645.0481241094","","","0","806191.058730407","-806191.058730407","","","9.34311202332498","","9.11945708517817","142103069.714402","2.67420811484872","137160824.714402"
"North America","NAC","2019","214.120619512211","","","92.7603016480334","","","","","41.5165612318142","","25.095","","","","","8","242.389639696443","190.755995074348","51.9389105761662","","1.7113200981992","396723105916.303","1.14141018653408","264604964788.767","","","1.88073954968806","","","","","51.9389105761662","","","","","80151176677.1806","0.0413376493426372","9583011767.20072","","-245839571191.913","","100","0","","10","","","1.53552984079311",""
"Namibia","NAM","2017","70.4270862045999","8.97004001009979","312.97","57.1647381597791","98077548554.0922","13.9799771657181","3.03076075055605","5.83010860831386","12.2574408370084","4.98820594097415","10.48","146.032091587863","13.305","5.88519650522294","937.02","7","80.1815435791516","65.0850909419801","52.3729653048788","-346959546.79103","2.17505733802828","280476974.998847","-0.515562482903183","-66482571.7921829","118.678125420243","9.91903820980457","6.14579981111162","4.14155660048916","","","10.0267531057121","52.3998793569545","105556796439.292","31196976979.1154","-24030","13.3129","68481234.3549047","0.374500766957726","48292447.4746354","20825969.2837612","2130406.97273163","461140962.415442","61","0","0.0979947583801874","5","","2432221196.06343","4.32195708978316","2432221196.06343"
"New Caledonia","NCL","2002","","","","","","","","","","","","","","","","","","","","-55435460.4105617","","59055445.6614434","","3619985.25088175","","","","","","","","","","","4000","126.200312871571","19251381.2579572","","332715289.278755","1711409.14910967","0","-46168613.6354286","","","","","","","",""
"Netherlands","NLD","1968","","","","","","","","","","","","22.4822995805545","1.64268434047699","","","","","","","709668507.773665","","","","","","","3.72079177074758","","","","","","","","","3.62000000262","","","","","90883977.8347746","-40055248.5897943","","","","","","2798136288.68134","3.16341454477126","765730000"
"Puerto Rico","PRI","1982","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","-48420","","","","","","","","","","","","","","",""
"Korea, Dem. People's Rep.","PRK","2010","","","","","","","","","","","","","","","","","","","","","","13585000","","","","","","","0.179628943173663","44010","","","","","","","","","","","","","","","","","","","",""
"Korea, Dem. People's Rep.","PRK","2014","","","","","","","","","","","","","","","","","","","","","","102412000","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Paraguay","PRY","1978","","","","24.3359624483013","78493700000","30.4965918536991","1.38087099268676","-8.31970074812968","-2.16991895629096","21.0753117206983","","1.23377435120987","126","","","","","19.4175332204798","18.7924983413013","-19600000","0.960991126736983","24600000","0.195323399743289","5000000","","","10.6602475929181","","","","","19.4175332204798","58416000000","41657768203.1469","","126","1299999.952","1.46492549807467","37500000","400000","0","0","","","","","62.3543190262451","451139806.915465","8.90700507236851","448732680.915465"
"Pacific island small states","PSS","1983","","","","37.6409385364067","","","","","2.35597599700835","","","","","","","","","","21.7425063473875","","2.28212907873871","37247803.5000787","0.0060243459274152","98326.4511247007","","","","","","","","21.7425063473875","","","","","27213752.393","3.71154650977005","53856820.82","","0","","","","","","40.7155553960286","","3.31704725212062",""
"Qatar","QAT","2009","45.9632978177213","14.8684744329495","290.4","60.4185928660116","215081732000","16.8890305685668","3.14237108379548","26.6938130576745","13.1620808121668","7.05138539640494","17.39","102.485537415603","3.64","4.23666666666667","574.6","","","51.7351086840494","51.7329737686314","","8.3076413116999","8124736263.7","3.28694105945515","3214574175.8","90.6743309051512","-24.2181008766069","-4.86327801622565","2.8075","","","7.04416666666667","51.7351086840494","270771954000","42726333926.7669","","3.64","","0","0","","","","0","0","41.2529481378795","","","18803758797.5506","","18369737547.5506"
"Saudi Arabia","SAU","1970","","","","12.9917253475442","3143700000","6.00910470409712","1.04337488313186","-10.0725004215141","-5.44225056785985","3.29792615073343","","22.4765631800418","4.5","","","","","7.06802425864583","7.06802425864583","","0.136872457139888","7360000","","","","","0.177777777777793","","","356996","","7.06802425864583","393400000","3990099999.87625","","4.5000000035","","","","","","","","","","","","669558000","","542500000"
"Singapore","SGP","1982","","","","67.1076948430309","22804000000","15.9269991357836","1.27288429537081","-22.184942300849","-20.7085094110861","22.1544405469981","","64.597061512727","2.1127","7.214999999","","","","80.1207726625311","80.1090014478594","-1297648392.46334","9.95912280287286","1601850446.29613","1.89130365947206","304202053.832783","","","3.91628677994199","3.013333334","","","10.228333333","80.1207726625311","20189000000","14390669045.5059","137812","2.14002499916667","","","","0","97662410.5238889","28504339.9136709","","","5.44837454083993","","","8479773882.97042","3.23272968679742","8479773882.97042"
"Sierra Leone","SLE","2016","","22.9501889473091","","26.3739157012116","6096129506555.24","17.8618977062947","1.94912326620154","17.2754751612272","14.8378970326603","3.73027125621274","","148.69140625","6289.9401","5.36136363636363","","0","","5.82482945317146","5.71631984621941","-138509469.264081","3.76917588524156","138509469.264081","","","256.906582168667","1.77562247078991","10.8832858622475","17.603265993266","","","22.9646296296296","5.82482945317146","5039570741226.26","2439510948510.68","","6290.29741495228","5474298.47945104","1.27432684578211","46828893.225538","43799208.6924183","","","0","1.6","20.8193343793314","5","30.8365958712466","497242646.676567","3.90831012728846","497242646.676567"
"San Marino","SMR","1977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","882.38833333125","","","","","","","","","","","","","",""
"Somalia","SOM","1972","","","","17.7916371879178","517790000","32.3695579926886","2.35303769302416","-13.4596211365902","-0.852489462199426","15.7246210087686","","","6.9801","2","","","","10.8346222176833","10.8346222176833","","1.07928567625723","4500000","","","","","","","","","","10.8346222176833","328520000","251047054.81818","0","6.980124999","","","","","","","","","","","32.7599327572329","31525583.2410085","","31330883.2410085"
"Serbia","SRB","2009","45.1202746122979","39.9171832755324","171.74","39.4992129281285","1205569500000","21.5108465990566","1.17146461636923","4.8900685047831","-0.144774044271626","15.587627552576","43.94","94.2129208371247","67.5806","15.3866666666667","","","","40.15068465997","40.0700001687343","-2882297554.26928","6.48591448744737","2929226709.60341","0.103910867488483","46929155.3341335","74.4334553480551","7.88769289465361","8.1169509223808","-8.51607350678756","","","6.87059315987914","40.15068465997","1301659900000","523561133085.184","","67.6049333333333","152960965.767624","10.295799935555","4649881250.56673","4465348597.28127","23051033.6957368","65142855.9816016","94.2","0","-0.942739350045802","","45.0408447418425","15227935668.5302","9.3101476181016","14769209158.6519"
"Sub-Saharan Africa","SSF","2015","5.64016724157827","18.4743542860644","31.16","36.9288992526619","","","","","6.43910569139196","","4.29","","","","144.595","2.33333333333333","","42.1864268668392","27.8375227384063","","2.68279202533859","44341897381.7021","0.598403508787427","8599874969.44964","","","3.55075967356746","6.77166666666667","1.87438527312666","18676830","","27.9023048760968","","","","","11135886571.7712","2.55546382145474","42190401015.9892","39711162530.4418","9575949454.18346","","6.92083333333333","5.84375","","4.6875","37.8047722488482","","4.78374724339084",""
"Small states","SST","1993","","","","45.4335203260755","","","","","4.5750318247452","","","","","","","","","32.2985112443022","31.9962329841859","","0.639855922759797","641702349.613576","0.227674077986027","168871211.65412","","","4.57277110056672","7.73056504550098","","","","32.0809746833399","","","","","967025202.6162","4.01424687551205","2014179994.00777","","1106662.13217483","","","","","","44.4073784928117","","10.2557661041662",""
"Sao Tome and Principe","STP","2009","","29.8561882538715","","37.2265554329646","1133283559.85909","8.2096507920431","1.04890502216266","16.2197761713988","-9.20163546183344","28.6590696403243","24.14","88.2300633564732","16.2085","11.9208333333333","357.94","","","34.9326626665802","34.2660776137018","-15349708.0226672","8.25256184697374","15500000","0.0800189572930967","150291.977332811","107.570212428244","7.57021242824413","16.9574758025945","19.1875","","","31.1083333333333","34.9326626665802","809572916.976885","1278630727.47472","","16.2084512541667","546840","1.0648466899321","2000000","2000000","0","1500000","0","0","21.8816346772491","","42.4578142507696","66659123.4484089","7.64165407477769","66659123.4484089"
"Syrian Arab Republic","SYR","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Chad","TCD","1973","","","","7.38975518170881","10660000000","5.35678987942281","32.5232653414507","13.6376892670781","2.96094049229382","18.422613164657","","","222.8891830532","","","","","7.82371266236075","7.55196931984388","","0.942522384805515","6100000","","","","","","","","","","7.82371266236075","13317268109.934","-1019736853.29189","","222.889183053227","","","","","","","","","","","3.06682544427978","1470530.61296784","","1470530.61296784"
"Turkmenistan","TKM","1996","","","","","","","","","","","","","0.6516","","","","","","","","4.54270296774194","108060000","","","24.6138785478034","1174.28836328487","","","","","","","","","","3257.66666666667","7250000","0.185811096774194","4420000","","","","","","","","154.597156562156","1169007159.57851","","1169007159.57851"
