"Country Name","Country Code","Year","average_value_Access to electricity (% of population)","average_value_Agricultural land (% of land area)","average_value_Agricultural land (sq. km)","average_value_Agriculture, forestry, and fishing, value added (% of GDP)","average_value_Annual freshwater withdrawals, total (% of internal resources)","average_value_Annual freshwater withdrawals, total (billion cubic meters)","average_value_Arable land (% of land area)","average_value_CO2 emissions (kg per 2010 US$ of GDP)","average_value_CO2 emissions (kg per 2017 PPP $ of GDP)","average_value_CO2 emissions (kt)","average_value_CO2 emissions (metric tons per capita)","average_value_CO2 emissions from gaseous fuel consumption (% of total)","average_value_CO2 emissions from gaseous fuel consumption (kt)","average_value_CO2 emissions from liquid fuel consumption (% of total)","average_value_CO2 emissions from liquid fuel consumption (kt)","average_value_CO2 emissions from solid fuel consumption (% of total)","average_value_CO2 emissions from solid fuel consumption (kt)","average_value_CPIA public sector management and institutions cluster average (1=low to 6=high)","average_value_Foreign direct investment, net inflows (% of GDP)","average_value_Forest area (% of land area)","average_value_Forest area (sq. km)","average_value_Land area where elevation is below 5 meters (% of total land area)","average_value_Marine protected areas (% of territorial waters)","average_value_Methane emissions (% change from 1990)","average_value_Methane emissions (kt of CO2 equivalent)","average_value_Mortality rate, under-5 (per 1,000 live births)","average_value_Nitrous oxide emissions (% change from 1990)","average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Other greenhouse gas emissions (% change from 1990)","average_value_Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)","average_value_Population growth (annual %)","average_value_Population in urban agglomerations of more than 1 million (% of total population)","average_value_Population living in areas where elevation is below 5 meters (% of total population)","average_value_Population, total","average_value_Primary completion rate, total (% of relevant age group)","average_value_Renewable electricity output (% of total electricity output)","average_value_Renewable energy consumption (% of total final energy consumption)","average_value_Rural land area where elevation is below 5 meters (% of total land area)","average_value_Rural land area where elevation is below 5 meters (sq. km)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_School enrollment, primary and secondary (gross), gender parity index (GPI)","average_value_Terrestrial and marine protected areas (% of total territorial area)","average_value_Terrestrial protected areas (% of total land area)","average_value_Total greenhouse gas emissions (kt of CO2 equivalent)","average_value_Urban land area where elevation is below 5 meters (% of total land area)","average_value_Urban land area where elevation is below 5 meters (sq. km)","average_value_Urban population","average_value_Urban population (% of total population)","average_value_Urban population growth (annual %)","average_value_Urban population living in areas where elevation is below 5 meters (% of total population)"
"Other small states","OSS","1967","","40.8501790365404","810220","","","","1.53423878462877","","","24902.1293807738","2.39305329900064","4.88004362050164","","45.6379498364231","8556.39231468413","1.79934569247546","","","","","","","","","","","","","","","1.87702865458385","","","10406007","","","","","","","","","","","","","3232699","31.0657090130729","3.55738151298193",""
"Pre-demographic dividend","PRE","2003","26.9065716642375","38.3346102834645","6820344.74","23.7240433880611","","","8.22745450088809","0.394419116813042","0.169697902471031","249108.306036436","0.415223347269387","12.0896173241155","41802.3138242017","72.3900695404636","180329.675970847","0.662117934119561","","","4.06929683351284","31.0728012095139","5528351.918","","","2.93400029274784","585180","136.938501216355","-14.8625814642612","350000","54.563581974883","-16969.9890683222","2.93556928431455","14.2673478567861","","599938100","58.690299987793","49.9259396552378","78.0855032670136","","","","0.81788","","","1190470","","","200544111","33.4274671394699","4.3982925716177",""
"Pre-demographic dividend","PRE","2004","26.0480047986664","38.4201318250495","6835560.4","20.675568757724","","","8.24887246017238","0.36633150002389","0.159467578382213","261052.132503169","0.422743715835101","11.9591245294734","42988.2682067805","72.8191718731809","190096.001046086","0.670246032054018","","","2.69575574867028","30.9131114883301","5499940.544","","","6.52112609593374","600350","131.493545710732","-12.6665162692426","350840","41.9028434788421","-7584.19719509374","2.93039548580096","14.3715801787995","","617518659","59.9610710144043","47.1959181021234","77.7021123069062","","","","0.81035","","","1218550","","","209359243","33.903306393749","4.39560750801601",""
"Post-demographic dividend","PST","2011","99.9748121202589","34.6515408821336","10860356","1.40238106563129","","","11.4509171110305","0.268399345570321","0.245391332237228","11601466.6569641","10.7636062356415","25.3669834799976","2931094.30311738","40.3041584980145","4657808.732","33.0753708783466","3845431.06714943","3.3","3.02489699410937","31.9052472266383","9999287.936","","","-18.5331135997052","1492210","5.55469557120613","-26.7765981589874","698950","132.233050364465","-211442.412449837","0.276442303566142","35.8867362484503","","1077841980","98.4558410644531","18.5436555674287","10.4102947164268","","","","0.99672","","","14080690","","","862963202","80.0639813067172","0.538733270066643",""
"French Polynesia","PYF","1973","","12.0218579234973","440","","","","0.546448087431694","","","209.019","1.7043158486966","0","0","100","209.019","0","0","","","","","","","","42.0689","","","13.173264","","","3.48717715731072","","","122641","","","","","","","","","","","","","70189","57.231","4.38755627158396",""
"Qatar","QAT","1983","","4.99569336778639","580","","","","0.602928509905254","","","11268.691","36.4330017232516","73.6088512853889","8294.754","23.2346241457859","2618.238","0","0","","0.0146886418263298","","","","","","2818.15","31.3","","1188.2269","","153.8858451843","10.9464567130456","","","309299","","","","","","","0.967890024185181","","","15571.3769","","","277785","89.811","11.1114891180885",""
"Rwanda","RWA","1981","","71.3417105796514","17600","40.7371183197743","","","31.4146736927442","0.252523364357464","","601.388","0.11284664821504","0.609756097560976","3.667","99.390243902439","597.721","0","0","","1.28139287492982","","","","","","1429.12","201.9","","683.6802","","67.2213854789732","3.35705124641142","2.53910024862786","","5329250","48.50830078125","","","","","","0.899290025234222","","","2630.5502","","","255058","4.786","4.72450435275574",""
"Sudan","SDN","2003","32.5855674743652","","","36.6171452929004","","","","0.186374435479251","0.0898747137856647","7750","0.263063950982259","0","0","115.309406451613","8936.479","0","0","","7.64565058497429","","","","","42.1216640185994","47550","93.6","22.9290858343958","25810","9383.87499999998","-665.179999999993","2.59870916551553","12.8384848100256","","29460517","","34.6750149075731","76.997200012207","","","","0.874180018901825","","","81290","","","9620037","32.654","2.76114959519603",""
"Sudan","SDN","2005","33.4296455383301","","","30.5988176530042","","","","0.216655563959245","0.104477079975256","10060","0.325045491829048","0","0","107.531312127237","10817.65","0","0","2.4","5.88771786933728","","","","","49.8914964160937","50780","87.6","35.2753178732642","27310","10070.2","374.580000000002","2.40456477806808","12.8563246582806","","30949514","","32.9587036069002","72.2759017944336","","","","0.891969978809357","","","88340","","","10139061","32.76","2.5664784940228",""
"Serbia","SRB","1995","100","","","16.4153831179075","","","","1.94056339652565","0.767002949834225","45340","5.94595112071474","","","","","","","","","28.3100846101075","24760","","","-100","13840","19.6","-100","4360","","","-1.4229670890223","15.585093261863","","7625357","","35.3666318598445","24.9760842877009","","","","","","","63580","","","3938573","51.651","-0.990288579654524",""
"Small states","SST","1988","","34.147102693317","836981","","","","1.69139480403125","","","113526.736154965","4.69300317122549","41.2166478305734","","42.5433639624588","37877.4378305495","3.92609699769053","","","1.20459557586648","","","","","","39045.4861","","","21858.059675014","","67941.1792048149","2.04481627882009","","","24190637","74.4010925292969","","","","","","0.9875","","","235000.01332007","","","10674505","44.1266079718364","3.45358120571704",""
"Slovak Republic","SVK","1973","","","","","","","","","","","","","","","","","","","","","","","","","4940.12","","","4183.822","","-3429.1122265625","0.970405426654067","","","4641445","","","","","","","","","","54993.112","","","2047898","44.122","3.39751706596864",""
"Slovenia","SVN","2002","100","25.0744786494538","5050","2.97920281086595","4.81628280664167","0.8992","8.3416087388282","0.394316420967761","0.277918253224017","15520","7.7812818057387","12.0973195876289","1877.504","43.5928801546392","6765.615","39.8597229381443","6186.229","","7.87487714245615","61.3604766633565","12358","","","-1.25487843468172","2480","4.9","-9.56217453882562","860","-69.1233509255101","-1882.6997070313","0.123915442323272","","","1994530","96.7695999145508","23.3867653103165","14.0965003967285","","","","0.998780012130737","","","19090","","","1014358","50.857","0.27542978013819",""
"Slovenia","SVN","2019","100","","","2.00582523537558","","","","","","","","","","","","","","","3.15639977007131","61.5730716513379","12398.6","","","","","2.1","","","","","0.696304046333357","","","2088385","","","","","","","","","","","","","1144894","54.822","1.21011117651077",""
"Syrian Arab Republic","SYR","1966","","74.1647622156927","136300","","","","31.956687343563","","","4917.447","0.88550842417058","0","0","93.5123042505593","4598.418","0.223713646532438","11.001","","","","","","","","","128.7","","","","","3.29708924499675","28.5036484060587","","5553247","","","","","","","","","","","","","2258339","40.667","4.93585087227503",""
"East Asia & Pacific (IDA & IBRD countries)","TEA","1967","","37.2807092947887","5906930.8","38.5312012949164","","","9.89816477977736","1.63812718905754","","512156.106299365","0.503540210032887","1.74647161178063","","19.9623352165725","102269.186480232","76.9220854546626","394874.841705824","","","","","","","","","","","","","","2.64230063716819","","","1017110642","","","","","","","","","","","","","186476133","18.3339084006772","2.56499763880558",""
"Timor-Leste","TLS","1994","","22.8648285137861","3400","","","","8.74243443174176","","","0","0","","","","","","","","","64.3913920645595","9575","","","55.934408703212","460","145.2","49.2783631224518","180","-233.333333333333","-67.2928230762482","2.56465565808839","","","827828","","0","","","","","","","","640","","","183770","22.199","4.07154358329572",""
"Upper middle income","UMC","1972","","","11749700.3","24.4257094704491","","","","1.80188779701368","","5000359.11954129","3.41881306434331","10.8862547648323","559756.619956636","35.4027245201958","1767327.06247464","50.131868203077","2490000.85096888","","","","","","","","2002645.69733","","","660758.2617594","","1473874.07393688","2.25691225321818","13.4046551207443","","1462600916","","","","","","","0.80441","","","7860189.9170194","","","468907135","32.0878523050555","2.82995303628601",""
"Uruguay","URY","1991","","85.2531139298366","149210","8.49783072201469","","","7.16489544052108","0.197334155601921","0.122653035955084","4370","1.39542740472536","0","0","98.5139130434783","4305.058","0.0839130434782609","3.667","","0.28859613818276","4.88572734544624","8551","","","5.20311577503951","19080","22.2","5.31063611928837","6900","-0.0485414892598568","23.8110046386719","0.706880005815449","49.7068484830874","","3131657","94.9658966064453","87.9042598660778","43.7298181112529","","","","","","","30390","","","2796695","89.304","1.07820042898162",""
"Vanuatu","VUT","1984","","11.0746513535685","1350","25.0959056985422","","","1.64068908941756","0.156074237037198","","55.005","0.432912528136756","0","0","100","55.005","0","0","","5.14796268122809","","","","","","170.461","51.5","","73.75644","","11.0854318845987","2.26458412103616","","","127058","","","","","","","","","","321.58564","","","20723","16.31","4.77869518769722",""
"Kosovo","XKX","1996","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.46773672019747","","","2059000","","0","","","","","","","","","","","","","",""
"Aruba","ABW","2005","100","11.1111111111111","20","0.386673058485139","","","11.1111111111111","","","","","","0","","2720.914","","0","","-8.91559037641447","2.33333333333333","4.2","","","32.9832375731379","","","-56.2820855685078","","-204.166666666667","","1.29195043537796","","","100028","88.1979675292969","0","0.186599999666214","","","","0.963389992713928","","","","","","44888","44.875","0.482359130876357",""
"Africa Western and Central","AFW","1977","","33.4287369358972","3023890","","","","6.76481187913038","0.329419358416724","","74154.074","0.516336767184566","9.67757887449313","9572.55805071803","38.2998714271585","28400.915","0.974186529522302","","","0.959633107402493","","","","","","166472.3378","232.655140433123","","103971.650727","","342378.100967234","2.7197323204979","9.76169249873767","","143615715","","","","","","","","","","696430.993460333","","","32974833","22.9604621286187","5.33667192378384",""
"Angola","AGO","2005","29.5962238311768","39.8946779497874","497366.95","5.06040294790886","","","2.6469880484479","0.323500460292686","0.150886178201237","18210","0.937036691701652","6.86681493684789","1250.447","26.0173750686436","4737.764","0","0","2.4","-3.52665547915197","60.1053220502126","749333.05","","","-25.8328648374168","31110","165.6","-82.8045644880868","17820","7529.9329177165","3464.7194213867","3.53760476294198","19.9245080840384","","19433604","","79.6482412060302","68.378303527832","","","","","","","67230","","","10882818","56","5.65449742019371",""
"United Arab Emirates","ARE","1969","","2.95691354548015","2100","","","","0.0844832441565756","","","20524.199","101.053155295589","5.52081472217259","1133.103","0.67893514382705","139.346","0","0","","","","","","","","","107","","","","","10.6305748337799","69.5085744671423","","203103","","","","","","","","","","","","","162076","79.8","10.6302904497918",""
"United Arab Emirates","ARE","1994","100","5.23796113770769","3720","1.83042501688033","","","0.591382709096029","0.481281056788647","0.297007620088114","68290","29.7640710310468","60.4794567286572","41301.421","41.8625450285547","28587.932","0","0","","0.105319789259975","3.81261616446072","2707.72","","","15.7320299867705","13040","13.7","21.4646040762958","1980","-22.5847127659568","-2720.9246826172","5.42905215281612","55.8626154289378","","2294377","91.9644470214844","0","0.120145339503671","","","","1.01996004581451","","","84370","","","1800329","78.467","5.24191901337007",""
"American Samoa","ASM","1965","","15","30","","","","5","","","","","","","","","","","","","","","","","","","","","","","","3.54685217319281","","","23675","","","","","","","","","","","","","16178","68.334","4.15872149062731",""
"Antigua and Barbuda","ATG","1964","","20.4545454545455","90","","","","15.9090909090909","","","91.675","1.5904477715515","0","0","100","91.675","0","0","","","","","","","","","60.7","","","","","1.64422727814934","","","57641","","","","","","","","","","","","","21449","37.211","0.0279772453564072",""
"Australia","AUS","1968","","66.8510161149656","5135695.611","","","","2.78711621519597","0.472746217571373","","134622.904","11.2101677075527","0.0081717149705818","11.001","41.6022009152321","56006.091","56.9350621050338","76647.634","","","","","","","","","21.9","","","","","1.76415865607642","59.4116829044883","","12009000","","","","","","","","","","","","","10048170","83.672","1.96154644599929",""
"Austria","AUT","2016","100","32.3578526417838","26701.7","1.11031647926172","","","16.2928986912264","0.150482059673168","0.136206514270136","63390","7.25562651573804","25.9507209339012","16450.162","49.3966130304464","31312.513","17.9734484934532","11393.369","","-7.31588324378827","47.0769510421716","38847.9","","","","6800","3.6","","3700","","-8604.11328125","1.08139629872802","21.2509162531986","","8736668","99.6567230224609","","34.6142997741699","","","","0.971989989280701","28.4439825865815","28.44","75660","","","5058968","57.905","1.41006179973647",""
"Azerbaijan","AZE","2001","98.623420715332","57.4500024211903","47456","14.8374595530138","","","22.2228947750714","2.63856496327241","1.07725886880637","38720","4.77364631620475","42.8448037190083","16589.508","29.1503770661157","11287.026","0","0","","14.3591301584017","12.0060469226672","9917.475","","","-10.335558755509","19200","69.5","-19.2043630950997","2570","254.235127878283","12351.3034667969","0.774765939386613","22.4142543643357","","8111200","95.1685791015625","6.85819715340011","1.75209999084473","","","","","","","60620","","","4184325","51.587","1.16515638336764",""
"Burundi","BDI","2006","2.66","69.4314641744548","17830","40.6376822658218","","","35.0467289719626","0.110690380123131","0.0306411791770796","190","0.0249742042758467","0","0","90.71","172.349","7.72","14.668","2.7","0.0024811055412556","7.55218068535826","1939.4","","","37.0921039599634","1340","117.2","-4.51420567120991","1500","906.377073906486","-472.09663438797","3.24609753918006","","","7607850","","97.9013641133263","95.3050003051758","","","","0.884220004081726","","","3130","","","731647","9.617","5.7947356649704",""
"Burkina Faso","BFA","2013","15.4051742553711","44.9561403508772","123000","23.6410927919708","","","22.6608187134503","0.244658747999755","0.0923459664209251","2970","0.173961011998565","0","0","88.8969696969697","2640.24","0","0","3.7","3.64766755416689","24.0001461988304","65664.4","","","","14200","108.3","","9140","","1410.58547973633","2.98166398413105","11.7385962260066","","17072791","62.344051361084","14.4382099356781","75.427001953125","","","","0.936890006065369","","","26990","","","4497998","26.346","5.20384881757472",""
"Bosnia and Herzegovina","BIH","2006","99.3872769868445","42.16796875","21590","8.05428869361973","","","20.05859375","1.13864995537113","0.482545805189344","17910","4.75643898612161","4.07444444444444","729.733","18.529508654383","3318.635","72.0705750977108","12907.84","3.4","6.57589162070725","41.1378125","21062.56","","","-38.9519441327392","3640","8.6","-20.3973708753823","890","-27.7075799058497","-482.3059082031","0.0023901989098201","","","3765422","","44.0078142610264","18.1240005493164","","","","","","","22680","","","1667404","44.282","0.72083402689057",""
"Brazil","BRA","1974","","24.4494588508927","2043520","11.2290046802688","","","3.91199477395689","0.206855211405016","","143456.707","1.37008808065441","0.483116484752435","693.063","87.0913320211651","124938.357","6.65627156770021","9548.868","","1.1488927803061","","","","","","206837","118.9","","104797.98","","645415.79465625","2.36445952740343","30.1396183891434","","104706193","","","","","","","","","","1098489.802","","","62641527","59.826","4.00081514228761",""
"Brazil","BRA","1992","88.803833","27.7645983436506","2320604","6.77995215917154","0.813578284167108","46.0566666667","5.39749274360085","0.173600990192387","0.131733712145096","208660","1.35265678686564","3.73975654174255","7803.376","76.4752094316112","159573.172","18.9026416179431","39442.252","","0.514479245779916","69.5532881717703","5813361.2","","","6.40144145045953","304560","57.1","5.93749196955051","113000","0.176383033192917","-12851.241210938","1.70733923298647","36.5753863839543","","154259382","","94.4194397100922","48.7011826727019","","","","","","","631150","","","116379448","75.444","2.71178395900512",""
"Switzerland","CHE","1966","","42.8987047156446","16957","","","","9.38575187209067","","","31528.866","5.32762003122","-0.0116306117701791","-3.667","81.8446150267504","25804.679","11.3165852523843","3567.991","","","","","","","","","21.6","","","","","1.04515174261587","10.6844336990761","","5918002","","","","","","","","","","","","","4302743","72.706","1.44345367209856",""
"Channel Islands","CHI","1979","","43.9393939393939","87","","","","19.6969696969697","","","","","","","","","","","","","","","","","","","","","","","","0.232078697267541","","","127691","","","","","","","","","","","","","41626","32.599","-0.965867698096559",""
"Chile","CHL","1985","","22.1537203509735","164720","7.46874496165937","","","4.63194590145414","0.373459915558971","","21503.288","1.75433388827075","8.59481582537517","1848.168","61.6473396998636","13256.205","23.5334242837653","5060.46","","0.815121358989887","","","","","","11006.8","22.4","","4508.361","","527.118138671901","1.47196608872884","34.277583579596","","12257238","","","","","","","0.997489988803864","","","38220.587","","","10127420","82.624","1.63184823879366",""
"Cote d'Ivoire","CIV","2010","58.2818870544434","64.7798742138365","206000","24.5294275579256","","","9.11949685534591","0.249711133142708","0.0827467298708724","6220","0.302927821748309","48.8736816720257","3039.943","48.6968167202572","3028.942","0","0","2.4","1.43912427201336","12.4703773584906","39655.8","0.160747994","","31.2896214453903","8780","106.4","29.1311283286672","3040","-100","298.45501708984","2.33453614556572","19.2548618454324","3.764942457","20532944","","28.2816429170159","75.3377990722656","0.119761557","381.175293","0.22839161","","","","19320","0.040986437","130.4510193","9718242","47.33","3.22587772450381","3.536550847"
"Costa Rica","CRI","1961","","27.3207990599295","13950","25.8662417279319","","","5.58166862514689","0.125251858692997","","491.378","0.355765005028284","0","0","100","491.378","0","0","","","","","","","","","93.5","","","","","3.7172777829783","17.3875803928071","","1381187","","","","","","","","","","","","","474148","34.329","3.93600886332429",""
"Caribbean small states","CSS","1989","","6.43186365320489","26039.4","5.5716988098595","","","1.96168951463505","0.821203938540829","","29904.385","5.01160460450328","32.0171673819742","","52.1030042918455","15581.083","0.0122624156958921","","","0.62688990384407","","","","","","7191.668","","","3878.505883","","17707.3071711977","0.621822067659977","","","5967028","94.592170715332","","","","","","1.03053","","","39465.683483","","","2899387","48.5901249156196","1.08222685904241",""
"Curacao","CUW","1975","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.523061566354982","","","149129","","","","","","","","","","","","","119543","80.161","0.940473467212089",""
"Cayman Islands","CYM","2002","100","11.25","27","","","","0.833333333333333","","","","","","0","","484.044","","0","","","53.7","128.88","","","31.8571493541932","","","46.1823128521119","","-100","","3.16555144310569","","","45347","99.474609375","0","0","","","","1.00487005710602","","","","","","45347","100","3.16555144310566",""
"Djibouti","DJI","1977","","56.1259706643658","13010","","","","0.0431406384814495","","","198.018","0.713650386345289","0","0","100","198.018","0","0","","","","","","","","218.983","168.1","","102.86916","","508.68780267489","11.0051854933364","","","277472","","","","","","","","","","1312.93916","","","191950","69.178","12.473013781698",""
"East Asia & Pacific","EAS","1997","","51.1476210448784","12499583.5","9.33046649767042","","","8.74838367801229","0.604456835554923","0.453606024196439","6141774.80225952","3.0904880116357","7.07269552073103","430297.530585965","35.0142991588027","2151925.45206267","58.4038685340962","3524805.8096166","","1.42520212445823","26.1083532765424","6370905.539","","","41.3339516947381","1678910","45.4","50.1394916236432","654100","176.540899892617","-331294.877889717","1.12811188909276","","","1987315524","89.6440963745117","13.140489481289","22.8059133767","","","","0.94898","","","8270690","","","776355955","39.0655609431827","3.12373689002645",""
"East Asia & Pacific","EAS","2000","93.3377443944514","51.1621610223794","12495749","7.97241299943766","","","8.93797678981451","0.591410456418576","0.435958107388222","6487816.43580857","3.16843592989046","7.28417079788249","469760.281086918","33.7079373510418","2202805.59215402","53.5063292328389","3442672.68437274","","2.11540354838148","26.0731616891544","6358553.1972","1.47240607475676","","-0.713436645132226","1757500","39.4","11.1861695803489","703670","-47.4936864811307","-353225.15590892","0.936083645070823","","8.19869210648931","2047640091","92.4813613891602","12.8028245516064","22.1308903441625","1.25071092240484","289084.221146593","3.75377556816676","0.96805","","","8747770","0.221695152351929","50685.927357439","848148000","41.4207556589177","2.94034111869679","4.44491653832256"
"Europe & Central Asia (excluding high income)","ECA","2017","99.9811300496394","27.9431855482243","6322559.01","5.33347002342474","5.96685538077419","300.7052","10.5693899612043","0.742137862632884","0.330482513059664","2893251.37815284","6.97348857255","","","","","","","3.2","2.17227495744419","39.3871763043645","8911931.1752","","2.86517738064596","","1294300","12.7092964859701","","195480","","","0.560882068207036","22.2090661199073","","414892969","97.4977111816406","","","","","","0.9827","6.94521858524192","8.55896070444849","4422160","","","276017433","66.815812375059","0.824880632524838",""
"Europe & Central Asia","ECS","1964","","","2540893","","","","","","","5948023.71527582","8.51718513708866","7.1876632821657","394383.209699587","33.2072736173678","1736342.43656688","57.1930766008125","","","","","","","","","","","","","","","1.15060073461213","15.5047318545123","","698355574","","","","","","","","","","","","","402627532","57.74047250732","2.12945751978786",""
"Eritrea","ERI","1960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1007586","","","","","","","","","","","","","98733","9.799","",""
"Eritrea","ERI","2001","30.3014354705811","74.5742574257426","75320","15.163844400074","","","5.56435643564356","0.44203658689137","","700","0.294771469995844","0","0","86.9602857142857","608.722","0","0","","1.6124580670718","11.0425742574257","11153","","","23.3590108908261","3310","81.2","22.7835079455318","3440","","-31.2397727966309","3.52749823098739","","","2374721","49.498950958252","0.429184549356223","74.6828002929688","","","","0.789290010929108","","","7450","","","651980","27.455","6.74011890582131",""
"Estonia","EST","2019","100","","","2.4930042404439","","","","","","","","","","","","","","","9.41382545912466","56.0938578329883","24384","","","","","2.4","","","","","0.371554389037477","","","1326898","","","","","","","","","","","","","916236","69.051","0.619441069729559",""
"Fragile and conflict affected situations","FCS","1990","","30.3900696315156","5236030","17.484566045754","","","6.81022725076426","0.612052700358677","","446918.890626661","1.01356626301408","18.9734613567518","122741.496397631","59.7870908484562","246893.816913504","4.64298474279521","","","0.290773551691968","29.0077988324526","5060338.69999924","0.570445913181763","","","570120","168.239214301012","","203730","","-6370.69481942535","3.11493800277145","14.0019621212276","2.8248302796881","440937023","60.9860305786133","37.6942708503746","57.2690165935903","0.539500520201479","82716.732221553","1.56597817834383","0.79235","","","1218750","0.0309453929802839","4623.57739205","140179386","31.926067461273","5.15971420978325","1.25885210134427"
"Fiji","FJI","1976","","14.2309797482211","2600","23.5765951451139","","","4.37876299945265","0.309988769656613","","484.044","0.823819143884635","0","0","87.8787878787879","425.372","5.3030303030303","25.669","","1.05535592078072","","","","","","455.156","52.4","","236.26588","","334.474278213501","1.87861943097761","","","587561","106.590072631836","","","","","","1.00112998485565","","","1309.14888","","","218097","37.119","2.95666428202947",""
"Fiji","FJI","1984","","18.0623973727422","3300","13.9006508272563","","","6.0207991242474","0.301185365257644","","583.053","0.832364471118293","0","0","81.7610062893082","476.71","10.062893081761","58.672","","1.97914825750682","","","","","","563.172","36.5","","310.8618","","211.218241424561","2.16188365202282","","","700478","92.013801574707","","","","","","1.00171005725861","","","1619.3788","","","268787","38.372","2.5559473564097",""
"Faroe Islands","FRO","2002","100","2.14899713467049","30","15.5812367079973","","","2.14899713467049","","","","","","0","","726.066","","0","","","0.0573065902578797","0.8","","","8.31293334259005","","","3.67653605310276","","-100","","0.500881833313372","","","47235","","40.6639004149378","3.40199995040894","","","","","","","","","","17960","38.022","2.75474633115589",""
"Georgia","GEO","1969","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.935667821463932","21.5241771438375","","4080300","","","","","","","","","","","","","1939040","47.522","1.98697555497256",""
"Gibraltar","GIB","1985","","","","","","","","","","44.004","1.50951939899146","0","0","100","44.004","0","0","","","","","","","","4.18417","","","3.039581","","-2.27196646480561","-0.455207425898463","","","29151","","","","","","","0.999800026416779","","","95.975951","","","29151","100","-0.455207425898463",""
"Greece","GRC","1996","100","71.155934833204","91720","6.58492629656034","","","21.799844840962","0.38586195687465","0.305119589986383","82760","7.80107080913958","0.137357419043016","113.677","50.2107829869502","41554.444","37.7467049299178","31239.173","","0.725345060009379","26.9942451512801","34795.582","","","0.950037688620875","11240","8.1","-8.62956929541822","7120","19.9716347652379","3338.5029296875","0.44067053086068","29.5333779503808","","10608800","","10.3416566456815","8.20918204259172","","","","1.0160299539566","","","105990","","","7663691","72.239","0.606925096518486",""
"Haiti","HTI","2008","36.092658996582","64.2235123367199","17700","18.4294420073186","","","36.2844702467344","0.178022790815794","0.076284717380734","2030","0.210437492290006","0","0","110.732561576355","2247.871","0","0","2.4","0.286911293720066","13.7457910014514","3788.34","","","35.8027565232376","4340","83.4","61.5837524731234","1500","3512.4249999993","-334.68995666504","1.58016810685141","26.0823380745695","","9646570","","37.2427983539095","79.6372985839844","","","","","","","7990","","","4394109","45.551","3.74835223330977",""
"Hungary","HUN","2001","100","65.4429814773488","58650","4.91438887698312","","","51.3947779513501","0.505515133267452","0.272992694230689","56300","5.52633914093009","43.5741207815275","24532.23","29.5704795737123","16648.18","24.9590479573712","14051.944","","7.55129373840367","21.5765677304173","19336.92","","","-18.0504981276756","8870","9.5","-32.7904871578923","7420","-28.2444870139746","-2425.48828125","-0.229379183308447","17.4074873159228","","10187576","98.0166778564453","0.705753123712756","5.12139987945557","","","","0.998799979686737","","","73240","","","6588305","64.67","-0.0823848252186118",""
"IBRD only","IBD","1998","","36.5197346390923","25901838.72","12.6379050713022","","","10.8730543372127","0.929369999023181","0.444184775313186","9677669.23430414","2.48651657884197","17.7384362501858","1734715.19797499","32.7173577206612","3159803.85687595","48.3804680666145","4811218.49509383","","2.87053979064397","34.687169231925","24637083.642","","","1.0738535940239","4088630","62.6912893402851","12.4448172845192","1245290","56.3873135180416","-648837.979209352","1.29592528607436","17.3249933024395","","3892059002","85.5425186157227","25.1115670050137","24.6848113563696","","","","0.92074","","","15119550","","","1653560765","42.4855010813641","2.56227284748978",""
"IDA & IBRD total","IBT","2001","73.7123455995308","36.8186284199729","34343160.044","11.7231237059228","","","10.6297627909798","0.860805093435021","0.398563475391332","10856636.0987622","2.11325423266722","19.1337063166287","2136857.49453916","33.5710636329713","3642684.55277504","44.1891633663871","5013575.39684212","","2.74594113512946","33.5167529045745","31297105.005","","","0.47922572157939","5219250","79.8479934300347","-1.33900836601353","1740630","-17.9225716963732","-666108.343094026","1.4221582632731","17.2437359370967","","5137401800","80.8410034179688","24.3409201790711","29.3894437588852","","","","0.91199","","","17964820","","","2103986633","40.9678596622695","2.71705276118661",""
"IDA blend","IDB","1970","","38.9601011163878","1536574.7","","","","18.9259730677465","0.636050026048989","","104132.557439626","0.671191438025022","8.38345403215908","","40.3829630538849","30480.2733305385","19.804836136001","18709.5519952094","","1.47295104098829","","","","","","145912.915","","","54464.901021","","120216.304571142","2.68619331498054","","","155145837","","","","","","","0.59358","","","434268.837142","","","33421560","21.5420283307634","4.29035225714416",""
"Indonesia","IDN","2009","93.55","30.6916100399101","556000","15.290148146172","","","13.0273740457173","0.554953943963299","0.209101404283931","394490","1.65321047741763","16.374104540039","64594.205","45.9859963497174","181410.157","43.9958199193896","173559.11","","0.903919419654062","55.1020827238252","998212.8","","","43.1601041927661","265870","35.3","33.3204879597744","81480","-56.1472358298963","-14882.626953125","1.32921737939261","12.668122880982","","238620554","98.5490875244141","13.2330616046028","38.1792984008789","","","","0.9826700091362","","","744030","","","117243823","49.134","2.96874980696441",""
