"Country Name","Country Code","Year","average_value_Access to electricity (% of population)","average_value_Agricultural land (% of land area)","average_value_Agricultural land (sq. km)","average_value_Agriculture, forestry, and fishing, value added (% of GDP)","average_value_Annual freshwater withdrawals, total (% of internal resources)","average_value_Annual freshwater withdrawals, total (billion cubic meters)","average_value_Arable land (% of land area)","average_value_CO2 emissions (kg per 2010 US$ of GDP)","average_value_CO2 emissions (kg per 2017 PPP $ of GDP)","average_value_CO2 emissions (kt)","average_value_CO2 emissions (metric tons per capita)","average_value_CO2 emissions from gaseous fuel consumption (% of total)","average_value_CO2 emissions from gaseous fuel consumption (kt)","average_value_CO2 emissions from liquid fuel consumption (% of total)","average_value_CO2 emissions from liquid fuel consumption (kt)","average_value_CO2 emissions from solid fuel consumption (% of total)","average_value_CO2 emissions from solid fuel consumption (kt)","average_value_CPIA public sector management and institutions cluster average (1=low to 6=high)","average_value_Foreign direct investment, net inflows (% of GDP)","average_value_Forest area (% of land area)","average_value_Forest area (sq. km)","average_value_Land area where elevation is below 5 meters (% of total land area)","average_value_Marine protected areas (% of territorial waters)","average_value_Methane emissions (% change from 1990)","average_value_Methane emissions (kt of CO2 equivalent)","average_value_Mortality rate, under-5 (per 1,000 live births)","average_value_Nitrous oxide emissions (% change from 1990)","average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Other greenhouse gas emissions (% change from 1990)","average_value_Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)","average_value_Population growth (annual %)","average_value_Population in urban agglomerations of more than 1 million (% of total population)","average_value_Population living in areas where elevation is below 5 meters (% of total population)","average_value_Population, total","average_value_Primary completion rate, total (% of relevant age group)","average_value_Renewable electricity output (% of total electricity output)","average_value_Renewable energy consumption (% of total final energy consumption)","average_value_Rural land area where elevation is below 5 meters (% of total land area)","average_value_Rural land area where elevation is below 5 meters (sq. km)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_School enrollment, primary and secondary (gross), gender parity index (GPI)","average_value_Terrestrial and marine protected areas (% of total territorial area)","average_value_Terrestrial protected areas (% of total land area)","average_value_Total greenhouse gas emissions (kt of CO2 equivalent)","average_value_Urban land area where elevation is below 5 meters (% of total land area)","average_value_Urban land area where elevation is below 5 meters (sq. km)","average_value_Urban population","average_value_Urban population (% of total population)","average_value_Urban population growth (annual %)","average_value_Urban population living in areas where elevation is below 5 meters (% of total population)"
"Cote d'Ivoire","CIV","1984","","56.2924528301887","179010","24.1344709782802","","","7.23584905660377","0.336599751549236","","5405.158","0.567166797672596","0","0","95.0474898236092","5137.467","0","0","","0.317760128926138","","","","","","9252.31","155.7","","6227.063","","107653.80017334","4.125480472349","17.251775767796","","9530103","55.8922309875488","","","","","","0.645749986171722","","","126730.433","","","3592182","37.693","4.70284710135735",""
"Cameroon","CMR","1998","40.7","19.3776311057519","91600","17.5925474201828","","","12.6081529902054","0.410429266025583","0.17109069324714","6760","0.45912148055539","0","0","41.9860650887574","2838.258","0","0","","0.509926715853362","46.0705125764211","217779.92","","","-18.8965094304201","11010","147.1","-20.4341641229292","62060","104.90596198202","-1733.6697769165","2.61006409416633","17.4453326226459","","14723772","","98.3585858585859","84.3765683847177","","","","0.806869983673096","","","80340","","","6529698","44.348","3.95623738348356",""
"Colombia","COL","2001","98.47","37.6250563316809","417450","8.32097267667621","","","2.19378098242452","0.298852998963369","0.160714285780333","58560","1.45469157408658","22.6620099043716","13270.873","48.7806181693989","28565.93","17.6399231557377","10329.939","","2.58822658457427","56.3701928796755","625427.29","","","8.52775190836656","63470","24.1","-0.210297881302268","18950","-65.5168516304142","-818.606933593808","1.56724440399711","35.9350750482736","","40255956","92.8008575439453","74.3381980571797","27.2402992248535","","","","","","","142190","","","29941978","74.379","2.13622683362277",""
"Cuba","CUB","1986","","60.0651769087523","64510","12.4041228191342","","","30.2607076350093","0.742360124524382","","33567.718","3.29615744233002","0.0327725584443959","11.001","94.2757264583789","31646.21","0.786541402665501","264.024","","","","","","","","12043.1","16.4","","10716.08","","2685.8935507812","0.847898097600585","19.885281602499","","10183894","92.9576187133789","","","","","","0.99466997385025","","","61131.159","","","7274355","71.43","1.54610242763681",""
"Curacao","CUW","2016","100","","","0.379413076866674","","","","","","","","","275.025","","5115.465","","0","","4.2623807201688","0.157657657657658","0.7","","0.032749304","","","","","","","","1.06031644056836","","","159664","","","1.73570001125336","","","","","0.258181114051507","15.52","","","","142535","89.272","0.970775319854354",""
"Dominica","DMA","2007","90.1572647094727","29.3333333333333","220","10.4464230779373","9.15","0.0183","6.66666666666667","0.388486113368734","0.225489609953223","180","2.54248061358532","0","0","101.861111111111","183.35","0","0","3.8","9.60827381318613","63.8266666666667","478.7","","","7.64439847266085","40","21.3","-16.8546496581633","20","-100","48.65801692009","0.111648953406258","","","70797","86.1508483886719","17.5059952038369","8.63020038604736","","","","1.02189004421234","","","250","","","47578","67.203","0.56065064129532",""
"East Asia & Pacific (excluding high income)","EAP","1991","","46.8053003228146","7472850","23.0308935035449","","","11.9758558768467","1.72210175956047","0.752704389263574","2825502.41610503","1.73382890830099","3.65499364635506","104116.785475582","22.0399011379927","622911.805036235","78.514024529671","2223487.07976434","","1.81559032041242","29.029552982559","4634806.176","","","10.7467899019118","1326060","58.5483073524124","12.0612917186765","453500","41.9435163128312","-144787.817813454","1.52281023640563","","","1629631622","96.2803192138672","20.5381546874129","36.3033044624852","","","","0.89334","","","4613650","","","470615054","28.8786157503993","4.3256930116808",""
"Europe & Central Asia","ECS","1981","","","2432035","","","","","0.862994601210647","","10085576.2915828","12.6297077061977","17.3267439426521","1609364.5236754","42.9265378437457","3805888.39894797","36.6733904213979","","","0.478290784236179","","","","","","1525553.79537","","","813486.975074101","","423376.330062421","0.663090326584538","17.0950899295921","","798559755","95.9154815673828","","","","","","0.98647","","","10771439.8300594","","","520516803","65.3088757955749","1.17677798145759",""
"Euro area","EMU","1996","100","47.8849364823814","1282508","2.55563058461746","","","26.3764639817915","0.263979462739104","0.2329503069752","2615430","8.22454471524143","20.6240796350887","540974.528001509","49.3853175577247","1291638.411","27.5742506203569","721634.121697268","","1.23457363533242","35.6127942524993","954691.742","","","-5.42457764233955","392720","6.8778175492821","-1.24032637791542","247700","2.35290126801613","-56668.430793763","0.259016399448385","18.4111847202273","","318003013","97.0052032470703","14.0117428224156","7.08083201324712","","","","1.00097","","","3300930","","","229700811","72.2322750291677","0.503821207859943",""
"Eritrea","ERI","2000","29.2042427062988","74.5544554455445","75300","12.5904217689804","","","5.54455445544555","0.439532631101748","","640","0.279181805372767","0","0","91.675","586.72","0","0","","3.94553485154135","11.0738613861386","11184.6","1.205559922","","29.5428750815001","3520","85.4","31.9935870248548","3710","","-26.5697021484375","2.42851338074409","","0.764771106","2292413","48.5074501037598","0.476190476190476","76.6192016601563","1.195079135","1465.244019","0.572192579","0.784210026264191","","","7870","0.010480787","12.85012054","609484","26.587","5.6855792807562","0.192578527"
"Spain","ESP","1973","","64.5884189043179","322800","","","","32.1221337388451","0.277510679207814","","155367.123","4.44046295534415","1.39016733932828","2159.863","68.8073827562605","106904.051","22.6226722367769","35148.195","","0.495933813326443","","","","","","25991","","","21086.944","","1844.51996093699","1.1049376041377","21.068979297948","","34988947","","","","","","","0.95074999332428","","","211641.504","","","23870859","68.224","2.11109732502407",""
"Estonia","EST","1990","100","","","","","","","","","35020","22.3174740341097","","","","","","","","","52.0405756074546","22060","1.808930466","","","2270","17.7","","1870","","-1960.5950927734","0.0664901906843683","","2.842484929","1569174","","0","3.35607862421139","1.704652117","734.9318237","0.811713469","","","","39150","0.104278349","44.95783997","1117738","71.231","-0.191542944102542","2.03077146"
"Ethiopia","ETH","1981","","53.4604904632153","588600","54.739136352108","","","11.6257947320618","0.226858644975527","","1866.503","0.0518695936317747","0","0","96.4636542239686","1800.497","0","0","","0","","","","","","33129","235.7","","20339.813","","-306.279640502926","2.37006067922113","3.42532184176584","","35984531","","","","","","","","","","54772.993","","","3817959","10.61","4.27308222941887",""
"France","FRA","2011","100","52.7408105457514","288786","1.6502871934041","","","33.3744249457134","0.123504285396249","0.119081514009971","333530","5.10431227537594","25.4369058255629","84839.712","59.5737699757143","198696.395","11.5915153059695","38661.181","","1.54489707501224","30.1382321840466","165024","","","8.84188905444747","63990","4.2","-48.868898118782","36660","78.3639681567675","4834.779296875","0.483675544447657","22.4988804809051","","65342789","","11.5747472478095","10.8296003341675","","","","1.00325000286102","","","453510","","","51373808","78.622","0.805988907327058",""
"Guinea","GIN","2016","33.5","59.0102555754517","145000","17.5899466631447","","","12.6159856747518","0.297650473680546","0.106985029729114","2830","0.241088376865262","0","0","97.0524028268551","2746.583","0","0","2.9","18.8280086486502","25.8383525964512","63490","","0.529344095","","17460","105.2","","7210","","1868.20156860352","2.64435773103833","14.9585966918586","","11738434","59.6673698425293","","75.2914962768555","","","","","21.3673260076547","30.68","28610","","","4162449","35.46","3.54803749382511",""
"Equatorial Guinea","GNQ","1990","","11.9073083778966","3340","","","","4.63458110516934","0.276491589313712","0.137630698074393","60","0.143133868335926","0","0","103.898333333333","62.339","0","0","","9.87677245681127","96.2263814616756","26991.5","0.251076091","","","120","177.7","","20","","0.505402252078113","3.04404182668269","","1.359383816","419188","","6.87285223367698","84.7108596065751","0.236483489","63.61024857","0.343106205","","","","210","0.014592602","3.925174952","145647","34.745","5.93453762723841","1.016277611"
"Guam","GUM","1969","","31.4814814814815","170","","","","3.7037037037037","","","","","","","","","","","","","","","","","","","","","","","","2.25338035893927","","","82040","","","","","","","","","","","","","49047","59.784","4.01876004026656",""
"Indonesia","IDN","2001","86.26","26.3307517788438","477000","15.9949177621389","","","11.1505489713343","0.642282242574869","0.242005882343849","301830","1.40760916401274","20.2806980750754","61213.231","49.6903223668953","149980.3","19.5031477984296","58866.351","","-1.85568619300523","55.8178375663099","1011179.2","","","-3.87555488320861","312800","49.9","-3.93253404280901","65890","-66.2272157442209","-12961.5234375","1.36809595498205","12.1427838479929","","214427419","93.7562713623047","17.474865190511","44.3289985656738","","","","0.978320002555847","","","681310","","","91738483","42.783","3.21045489210705",""
"Indonesia","IDN","2015","97.5373674369822","31.6300225771016","573000","13.4926435578886","","","13.137775520681","0.496736964850532","0.187165796441034","490840","1.89965869189427","19.218056393122","94329.908","44.737041398419","219587.294","31.2685636867411","153478.618","","2.29761638745523","52.4561016135176","950279","","","","269470","27.8","","89070","","-4637.78515625","1.26782970253157","13.0881742852247","","258383257","","10.6511556345733","26.9519004821777","","","","0.985639989376068","","","852000","","","137751866","53.313","2.54772031433686",""
"Iraq","IRQ","1997","","19.8001691931317","86600","8.4566018849353","167.70625","59.0326","10.0601321535542","1.83261378736505","0.97559438429727","115790","5.40075903542696","5.06077036013473","5859.866","52.3716892650488","60641.179","0","0","","0.0055526507929693","1.86066716967327","8138","","","-23.4712788553556","9990","46.8","2.86657083115527","4200","1.09652628343069","-4835.55957031299","3.10998424988449","30.2438121569458","","21439579","","1.91502686311348","0.362383356738199","","","","","","","130430","","","14665744","68.405","2.83552925835472",""
"Israel","ISR","2003","100","25.4621072088725","5510","1.4310223719548","","","15.4343807763401","0.356340250252712","0.314295678490379","62890","9.40101947770453","0.0233232628398792","14.668","48.9963444108761","30813.801","47.3054078549849","29750.371","","2.60896639160598","7.08410351201479","1533","","","53.3865918395125","6410","6.1","26.0091088979692","2030","58.3857922494075","3239.5","1.80551975888109","58.1817121844029","","6689700","105.793449401855","0.091409621394103","6.52440023422241","","","","0.987760007381439","","","76350","","","6113918","91.393","1.8744844325013",""
"Italy","ITA","1995","100","52.1335554724423","153330","2.97770832119057","","","28.1629322362381","0.222907556184293","0.18809115734998","416420","7.32562417028845","24.55909010134","102268.963","63.6392959031747","265006.756","11.1413678497671","46394.884","","0.412363937826127","27.1310054061406","79795","","","-1.43721232962386","52860","7.5","-5.75047318302622","27960","9.92736447708109","-13458.4375","0.0015885623091739","18.8385404250625","","56844303","98.3476104736328","17.466001584065","4.46227833744118","","","","0.992780029773712","","","499020","","","38041344","66.922","0.0912844846717047",""
"Kyrgyz Republic","KGZ","2007","99.54","55.9363920750782","107286","26.8802101795871","15.7510729613734","7.707","6.67361835245047","1.49800854449176","0.318348111168118","6470","1.22807683547187","22.784142194745","1474.134","34.5729520865533","2236.87","35.6498145285935","2306.543","2.9","5.46787270122411","6.33496350364964","12150.46","","","-38.0830199048551","3800","35.8","-53.3915308641449","1460","-48.3930292949002","1624.525390625","0.953586964300523","","","5268400","97.0872421264648","85.8799730276467","24.4908008575439","","","","0.996860027313232","","","11860","","","1859060","35.287","0.947912305045165",""
"Kiribati","KIR","2019","100","","","","","","","","","","","","","","","","","3.3","-0.286816608047912","1.45679012345679","11.8","","","","","50.9","","","","","1.51298666799305","","","117608","","","","","","","","","","","","","64490","54.835","2.94094879126655",""
"Liberia","LBR","1989","","26.9933554817276","26000","","","","4.15282392026578","","","667.394","0.316836693759913","0","0","93.4065934065934","623.39","0","0","","","","","","","","913.171","258.2","","218.35811","","366.085376934814","-1.30532583723558","42.9426769190891","","2106429","","","","","","","","","","2156.44891","","","1112489","52.814","3.78072626046876",""
"Least developed countries: UN classification","LDC","2016","46.282675862739","38.2226817359141","7787227.1","20.5719701713007","","","9.23683888834281","0.340610935566393","0.113855398310491","310386.331181776","0.322138016880498","21.9864745155512","","55.3447692558215","171199.187872891","13.1118687510177","","2.91333333333333","2.76190412518597","27.0470862398673","5510387.9","","","","955170","69.3452503474555","","431580","","35819.1745705344","2.37888173473671","12.5231281924913","","963519718","70.3923721313477","","","","","","0.93825","12.2297609068855","13.4583557894643","1713490","","","313322016","32.5184850013261","4.03356507890481",""
"Low & middle income","LMY","1993","","36.4310765425176","33296780.24","15.9041444612286","","","10.7098296018875","1.03647970698184","0.470774961897821","9067133.49002051","2.01836437451951","19.1359114081832","1789885.01563695","33.9248611396307","3073305.22454285","48.8998999046552","4636142.80613187","","1.5235217189434","34.135764331003","31233388.3779992","","","-1.16603094479213","4864810","98.4039527786116","-2.58637776929699","1494380","0.196165349996935","-626683.148599491","1.73960379142576","14.8265781220903","","4492317445","79.6552505493164","25.7022419312462","29.4921693526021","","","","0.86207","","","15487070","","","1654937811","36.8554102270547","3.01579906985263",""
"Late-demographic dividend","LTE","1994","","34.7145211629918","15438847.62","14.4520653926748","","","9.25002020855226","1.14253685914397","0.610112000509193","6203621.01946472","3.20689256219487","17.8184265935402","1117779.33005491","25.6569785817476","1592522.47013114","58.7752068121351","3745910.04440575","","2.40694916964537","39.7243826744144","17707006.528","","","-5.33951367660814","2319370","45.0339732318824","-5.98032114984041","696650","-14.4166044677389","-410217.113810272","1.07861065473018","15.8021763618248","","1934464875","99.8530502319336","27.2585231987356","21.3705952044399","","","","0.94941","","","9230100","","","798945972","41.3006192959353","2.74313385020517",""
"Lithuania","LTU","1962","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3997309541126","","","2863350","","","","","","","","","","","","","1186429","41.435","3.82298932772647",""
"Macao SAR, China","MAC","2018","100","","","","","","","","","","","","","","","","","","2.78037053387828","","","","","","","","","","","","1.4439607580844","","","631633","101.08056640625","","14.0094995498657","","","","0.995320022106171","","","","","","631633","100","1.4439607580844",""
"Middle East & North Africa","MEA","1982","","26.1205533825692","2932353.4","7.54062413921996","","","4.53334200350429","0.562742404027759","","632516.135279344","3.20818250435468","12.9479580500119","82341.6611772592","64.1377625509688","405030.073561251","2.04863918473234","","","2.27475883019954","","","","","","220563.16","","","59711.72012","","62367.1525146218","3.36901337199404","22.7949571690429","","197157155","64.6960601806641","","","","","","0.71906","","","1009981.69612","","","100255119","50.8503573005301","4.63719060701793",""
"Mexico","MEX","1990","","54.0914118161475","1051510","6.66709637889891","","","11.1674682990818","0.409337153030207","0.213329133257272","267700","3.18906364409668","19.7856361598805","52966.148","88.0956682853941","235832.104","5.9422659693687","15907.446","","1.00821583830929","36.3135111499781","705916.5","2.16731636","","","86800","45.3","","36550","","-19790.22265625","1.89313026113497","37.8912581713799","1.606672161","83943135","88.7490386962891","24.6933190604038","14.4133016877432","2.069232531","40015.67969","0.851384925","0.962310016155243","","","392910","0.098083829","1896.785889","59951348","71.419","2.54352827845616","0.755287236"
"Mexico","MEX","2018","99.5","54.9864965662697","1068910","3.37379374485093","","","12.2971269837187","0.36024820263163","0.18774605787915","472140","3.74147772536983","","","","","","","","3.07956464968995","33.9245402402325","659476.1","","21.7820205104146","","144610","14.7","","42250","","","1.12641479134149","40.7090440251016","","126190782","102.255889892578","","9.62530040740967","","","","1.04627001285553","19.0562399200344","14.5005326014623","679880","","","101149483","80.156","1.48761300066204",""
"Middle income","MIC","1977","","37.1834621842753","21443124.067","24.0112082544363","","","10.7231734637266","1.49001445619802","","7939938.95073352","2.58168542166735","11.6388957419147","1032144.37434519","38.7024219055354","2893532.45552458","43.7516389511821","3433368.53977542","","0.521146960262458","","","","","","3686048.30001","","","1264104.44974221","","2870847.25221156","1.96653688173643","12.3899921729197","","3075486612","75.2957000732422","","","","","","0.80196","","","14300832.0510181","","","910010801","29.6029290355789","3.2358772316049",""
"Mozambique","MOZ","1963","","59.347897962817","466700","","","","3.12190035351865","","","1661.151","0.216310771648806","0","0","13.0242825607064","216.353","81.8984547461369","1360.457","","","","","","","","","","","","","","2.26728039485018","3.27561880938321","","7679465","","","","","","","","","","","","","571736","7.445","4.97648649023785",""
"Niger","NER","1981","","23.9046340885766","302800","45.6518048733525","","","7.71453382805716","0.16473389416225","","685.729","0.111252620377562","0","0","86.096256684492","590.387","11.7647058823529","80.674","","-0.281573186753758","","","","","","5292.16","318.8","","2527.5106","","-145.03249621582","2.87545779368817","4.66903785722595","","6163711","14.634129524231","","","","","","0.511150002479553","","","8313.6936","","","841716","13.656","4.44749297981187",""
"Nigeria","NGA","1990","27.3","67.619706402275","615860","21.5562632771828","","","30.934264413628","0.472846820848563","0.218618076196583","67850","0.712616859975062","11.0307251289609","7484.347","43.9229314664702","29801.709","0.243205600589536","165.015","","1.08795098953615","29.1249052999111","265260.9","0.448578879","","","113180","209.5","","20250","","-1162.2802734375","2.57930111700416","12.7068019904203","2.613727472","95212454","","32.5856049914581","87.7759727621285","0.407443265","3655.986572","0.724132462","0.782169997692108","","","201330","0.041135614","369.1096802","28259056","29.68","5.44337668294509","1.88959501"
"Oman","OMN","1996","100","3.46042003231018","10710","2.50412815143932","","","0.0904684975767367","0.434036847654008","0.239833127312004","15820","7.07307171611856","40.3787231352718","6387.914","46.0113463969659","7278.995","0","0","","0.396654915428221","0.0096930533117932","30","","","16.1348167411937","3380","22.1","31.9339743180221","360","17.2783157229486","-3432.9080810547","1.45850775878495","23.747815932027","","2236652","76.8799285888672","0","0","","","","0.957329988479614","","","19700","","","1602539","71.649","1.43061816536724",""
"Other small states","OSS","1966","","40.8537083403499","810290","","","","1.51709645183962","","","21758.8126132442","2.13023417732585","4.9609984399376","","41.3728549141966","6777.64409155983","1.99687987519501","","","","","","","","","","","","","","","1.87770365178694","","","10214282","","","","","","","","","","","","","3121650","30.5616272736547","3.76201066920704",""
"Philippines","PHL","1966","","27.2580969623818","81300","27.1404453734223","","","16.093341380004","0.41417713428806","","16123.799","0.506016521689327","0","0","94.1778485330908","15185.047","0.841482829201728","135.679","","","","","","","","","89.3","","","","","3.04026788675988","10.2747207483012","","31864175","","","","","","","","","","","","","10154794","31.869","3.87527875500326",""
"Paraguay","PRY","1989","","43.095897306821","171220","21.110367419978","","","5.21016863830858","0.15596468578436","","2244.204","0.5457169008043","0","0","92.8104575163399","2082.856","0","0","","0.269035739340045","","","","","","14596","47.1","","8052.467","","32149.1122836399","2.7292053863559","25.8571402170414","","4112396","64.0756988525391","","","","","","0.98743999004364","","","56827.397","","","1971853","47.949","4.28880065934079",""
"Post-demographic dividend","PST","1994","99.999261800208","38.2230997800397","11984929","","","","12.284792069092","0.375088371562792","0.346930091904698","11330296.5463493","11.4438853827018","20.3204945588229","2289224.25138944","44.7291062794425","5051545.523","33.7232055925799","3815940.84356447","","0.829333437833088","31.4926306672256","9875135.239","","","-3.70955550266758","1858960","9.11819781636507","1.70447097473887","805330","25.9226349679645","-364552.849449278","0.578981528062641","33.7178499679825","","990074277","97.0438232421875","15.8318912495809","6.42648506408371","","","","1.00132","","","14139870","","","743285494","75.0737102400601","0.924457147973243",""
"Russian Federation","RUS","2006","100","13.1573709193088","2154880","3.86131247121949","","","7.42312431385527","1.14674767740423","0.510889114588207","1590090","11.1156521145174","51.6674117188335","821558.347","21.7816695910294","346348.15","28.2612838895912","449379.849","","3.79771796044009","49.6276507015009","8127887.6","","","-20.7507645431225","780690","12.8","-59.5549743269257","49930","9.58007441430444","-139302.703125","-0.327445270108383","21.1560271208518","","143049637","","17.4938246140069","3.48309993743896","","","","0.991169989109039","","","2445030","","","105152927","73.508","-0.266208543667034",""
"Sierra Leone","SLE","1965","","36.4921030756442","26340","31.0479158550838","","","5.19534497090607","0.264100057285313","","282.359","0.112573189178328","0","0","96.1038961038961","271.358","3.8961038961039","11.001","","","","","","","","","362.5","","","","","1.67062620563793","5.91441919508051","","2508226","","","","","","","","","","","","","511151","20.379","4.99832825926435",""
"El Salvador","SLV","1964","","60.3357314148681","12580","","","","23.2613908872902","","","1232.112","0.396232149064935","0","0","96.4285714285714","1188.108","0","0","","","","","","","","","169.9","","","","","2.9484929827916","12.0925040785369","","3109571","","","","","","","","","","","","","1207446","38.83","3.20892777780451",""
"El Salvador","SLV","1996","77.883","66.988416988417","13880","10.850327901368","","","27.2683397683398","0.305929589536912","0.124531702044365","4390","0.771536727169323","0","0","91.2991116173121","4008.031","0.0835307517084282","3.667","","","33.3918918918919","6918.8","","","9.94261000995158","3960","41.8","9.85299674742841","1430","3.19986971016373","-110.98818969727","1.08391318074652","18.485949683503","","5689943","77.7695617675781","68.50207223209","56.9374449300046","","","","","","","9810","","","3144718","55.268","3.42713917152531",""
"Serbia","SRB","1980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.408330497937078","14.5686226568867","","7362000","","","","","","","","","","","","","3397269","46.146","1.73247716545183",""
"Sub-Saharan Africa","SSF","1964","","39.5162660009977","8394120.7","","","","6.02381694054064","0.512075479268552","","157405.736883927","0.629941304752537","0.0782027584245699","","23.6598890942699","38070.5526873234","73.0864021991563","","","","","","","","","","","","","","","2.45200633268534","6.52892432502026","","249873656","","","","","","","","","","","","","39882265","15.9609723539524","4.6811359557496",""
"Sub-Saharan Africa","SSF","1973","","39.9085951162006","8477460","","","","6.47000114065446","0.631762133902243","","292361.906268386","0.928836285737107","0.57282098387426","","29.161563584405","87161.1271361015","52.4839252908757","","","0.859617483864485","","","","","","457924.6329","","","329128.937655","","1406425.66386202","2.74248061061566","8.37943994759856","","314761504","47.2256698608398","","","","","","0.728","","","2529215.81994167","","","60972741","19.3710925730549","5.03459319107382",""
"Sub-Saharan Africa","SSF","2004","30.7999844189905","40.7035163241017","8698608.18","17.4452555799269","","","7.99444880738661","0.603474111857598","0.278573284743891","606629.947857664","0.8208981060401","5.88453257884663","49579.8297666329","28.0720644087543","170293.549685396","66.2531723391862","","","1.97095440866052","30.8425217984031","6591249.028","","","3.81924418019639","711010","129.3","-15.8836400342626","411640","60.0427288827671","35170.8955861073","2.67703894076077","13.7723875443438","","738983247","59.5650596618652","20.9050925128784","70.5111473899131","","","","0.85068","","","1739500","","","244719381","33.1156872824967","4.09328658748016",""
"Suriname","SUR","1969","","0.301282051282051","470","6.91315232043135","","","0.192307692307692","0.76920381215286","","1521.805","4.18568159439344","0","0","95.421686746988","1452.132","4.57831325301205","69.673","","","","","","","","","","","","","","1.95055654697424","","","363574","","","","","","","","","","","","","167898","46.18","1.44942245873852",""
"Sweden","SWE","1988","","8.37598089389287","34370","4.28201201967357","","","6.98932592484281","0.183713787458772","","57443.555","6.80894089946659","1.23842962017236","711.398","77.5422917331631","44543.049","19.2658793488669","11067.006","","0.808470000237015","","","","","","11190.7","7.3","","6914.519","","1562.7515334375","0.459598369773659","12.1826745699544","","8436489","98.2632293701172","","","","","","1.01219999790192","","","79750.44026","","","7010722","83.1","0.459595025912881",""
"Eswatini","SWZ","1999","","71.1046511627907","12230","11.1187716775231","","","10.3488372093023","0.396034611005349","0.221318631134903","1220","1.22723454765845","0","0","53.502131147541","652.726","47.7912295081967","583.053","","6.34869676792803","27.4456976744186","4720.66","","","0.915255133981718","1420","105.3","-10.0359730686567","420","619.166666666667","991.664251923561","1.4369858220249","","","994105","66.8360214233398","41.5401540154015","48.8655959671585","","","","0.969070017337799","","","3070","","","226825","22.817","0.860297486480488",""
"East Asia & Pacific (IDA & IBRD countries)","TEA","2009","95.4732261814402","48.7549403996277","7717936.562","10.6934096510143","","","12.1093069521337","1.22280985831992","0.573336946863099","8757280","4.5431930978614","4.5944278017832","403909.317972733","16.0440462221146","1405022.051","68.1576649941534","5983316.68201151","3.15454545454545","2.40367609935488","29.8294967602935","4722027.384","","","47.5301492041354","1677800","24.2719034059099","41.5065838415676","661520","-46.3976399289812","-357399.321398412","0.723323835088934","","","1927560597","96.7828369140625","17.7589283450835","17.155017532286","","","","0.99643","","","11287570","","","893229316","46.3398826104521","3.21206599395853",""
"Togo","TGO","1987","","57.1796286082","31100","33.484282318828","0.791304347826087","0.091","37.1391799963229","0.382849726472671","","766.403","0.220754849588304","0","0","76.0765550239234","583.053","0","0","","0.57245610996067","","","","","","2436.52","151.9","","1571.7","","5860.09150143433","3.18100062917661","15.1670143311506","","3471738","32.3545417785645","","","","","","0.554499983787537","","","10557.078","","","949937","27.362","4.66105019195274",""
"Trinidad and Tobago","TTO","1969","","19.1033138401559","980","6.76976386036961","","","11.1111111111111","0.746859561468248","","3905.355","4.16711659610066","78.7793427230047","3076.613","18.1220657276995","707.731","0","0","","","","","","","","","52.5","","","","","0.684379772415855","","","937184","","","","","","","","","","","","","394695","42.115","2.87371887315621",""
"Uganda","UGA","1984","","57.5546769430959","115000","49.7566802991231","","","24.0228216805966","0.1040736804041","","583.053","0.0414015751050745","0","0","98.1132075471698","572.052","0","0","","0","","","","","","10775.8","200.7","","6528.6","","11177.5462509308","3.20456989301529","4.0266437167992","","14082870","","","","","","","","","","28930.691","","","1239997","8.805","7.08354711027554",""
"Uganda","UGA","2004","11.7116851806641","66.3730544016816","132620","21.6703526423589","","","29.7782893749062","0.104387588508304","0.0459329608465648","1770","0.0659923269938445","0","0","82.4557062146893","1459.466","0","0","","3.72085075734679","15.0039437465592","29979.38","","","17.8332870604759","16420","115.4","-5.99927915638043","8440","193.224375","-1401.94244384766","3.18482822906835","5.59610831689739","","26821300","58.6995887756348","99.8867263927505","95.0223007202148","","","","0.952769994735718","","","26640","","","4427392","16.507","5.92387616098218",""
"Upper middle income","UMC","1969","","","11452429.4","27.6132087450682","","","","1.77962361813741","","3996775.02966216","2.9326500926657","12.045846085247","495123.206737758","33.2534100812745","1326855.21026728","51.1607450495551","2031092.60551161","","","","","","","","","","","","","","2.44337260556694","13.1848918189176","","1362854382","","","","","","","","","","","","","430234994","31.5962817793208","2.94933782937605",""
"Upper middle income","UMC","2008","97.9237349804202","35.1599507489399","18836190.136","7.34139333407766","","","9.05753238670791","0.891242562232703","0.458512308719271","12027545.7096412","5.19650966988452","14.4524957910777","1760744.15136494","22.6686013817908","2726915.39285344","59.8751047406106","7406449.35599397","3.55","3.8568181795951","37.6055281744634","20146355.833","","","36.1014029594663","3152700","23.2","18.5010201732496","963010","-20.0925340694818","-466139.459080183","0.680831422171323","25.436022712795","","2314543121","97.807746887207","22.6361769559469","14.6325461864548","","","","0.9992","","","16390910","","","1320112570","57.0786494142912","2.40506592145242",""
