"Country Name","Country Code","Year","average_value_Age dependency ratio (% of working-age population)","average_value_Age dependency ratio, old (% of working-age population)","average_value_Age dependency ratio, young (% of working-age population)","average_value_Population ages 15-19, female (% of female population)","average_value_Population ages 15-19, male (% of male population)","average_value_Population ages 15-64 (% of total population)","average_value_Population ages 15-64, female","average_value_Population ages 15-64, female (% of female population)","average_value_Population ages 15-64, male","average_value_Population ages 15-64, male (% of male population)","average_value_Population ages 15-64, total","average_value_Population ages 20-24, female (% of female population)","average_value_Population ages 20-24, male (% of male population)","average_value_Population ages 25-29, female (% of female population)","average_value_Population ages 25-29, male (% of male population)","average_value_Population ages 30-34, female (% of female population)","average_value_Population ages 30-34, male (% of male population)","average_value_Population ages 35-39, female (% of female population)","average_value_Population ages 35-39, male (% of male population)","average_value_Population ages 40-44, female (% of female population)","average_value_Population ages 40-44, male (% of male population)","average_value_Population ages 45-49, female (% of female population)","average_value_Population ages 45-49, male (% of male population)","average_value_Population ages 50-54, female (% of female population)","average_value_Population ages 50-54, male (% of male population)","average_value_Population ages 55-59, female (% of female population)","average_value_Population ages 55-59, male (% of male population)","average_value_Population ages 60-64, female (% of female population)","average_value_Population ages 60-64, male (% of male population)","average_value_Population ages 65 and above (% of total population)","average_value_Population ages 65 and above, female","average_value_Population ages 65 and above, female (% of female population)","average_value_Population ages 65 and above, male","average_value_Population ages 65 and above, male (% of male population)","average_value_Population ages 65 and above, total","average_value_Population ages 65-69, female (% of female population)","average_value_Population ages 65-69, male (% of male population)","average_value_Population ages 70-74, female (% of female population)","average_value_Population ages 70-74, male (% of male population)","average_value_Population ages 75-79, female (% of female population)","average_value_Population ages 75-79, male (% of male population)","average_value_Population ages 80 and above, female (% of female population)","average_value_Population ages 80 and above, male (% of male population)","average_value_Population growth (annual %)","average_value_Population, female","average_value_Population, female (% of total population)","average_value_Population, male","average_value_Population, male (% of total population)","average_value_Population, total","average_value_Sex ratio at birth (male births per female births)"
"Fiji","FJI","1973","78.8573512703987","4.26597035736418","74.5913809130345","12.2363810596695","12.1569297955026","55.9104410814635","153507","56.1461708960301","156317","55.6809398119949","309824","9.78691030921047","9.53988964760612","7.96910089756625","7.63383522656437","6.4892504187911","6.14632200244357","5.27823090934361","5.11118947627139","4.23801964843493","4.33644300537514","3.36203302048967","3.59339880386269","2.88325786559183","2.96825854803606","2.32767386231465","2.46529670118296","1.57531290461804","1.72937660515002","2.38514593837636","6332","2.31596965684733","6887","2.4531857218678","13217","1.03655369670015","1.07289028521356","0.68396450699692","0.672159351991366","0.3686824722208","0.444187976647182","0.22676898092946","0.263948108015687","2.0602632494813","273406","49.338528141653","280737","50.661471858347","554143",""
"Fiji","FJI","1996","65.2089572986567","5.11767406789585","60.0912832307608","10.5983078789387","10.7581265476002","60.5293822174287","234583","60.8061940755026","240204","60.2617655249234","474786","8.88026584549027","8.98141249018442","7.89475048472218","7.93851495605882","7.72289443943306","7.62090411213218","7.02950843468433","6.94654554303677","5.50924341866517","5.48493355510899","4.50998994266281","4.41669739915354","3.73624892427966","3.52758773811405","2.83601356185262","2.66256231168512","2.08897114477381","1.92448087184929","3.09770954606533","12683","3.28755689653385","11615","2.91394151043274","24298","1.40128775389592","1.32889782012589","0.890644602735181","0.793274477485004","0.623917799413149","0.507775946372438","0.371706740489595","0.283993266449407","1.14899357869427","385788","49.183249637616","398601","50.816750362384","784389",""
"Faroe Islands","FRO","1986","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0621122447309","","","","","45812",""
"Micronesia, Fed. Sts.","FSM","1970","97.0640141184021","6.43029038986042","90.6337237285416","11.4524857978419","11.5518221436241","50.7449077616946","15076","50.6773336918888","16088","50.8052801111602","31165","7.48260445729268","7.53173751026337","6.54139634945712","6.58119118297227","5.61027261420552","5.6590665066633","4.79679989243336","4.83799658940188","4.08753235402871","4.11482346996779","3.46230125382366","3.47691530348007","2.91102221923426","2.88953451651614","2.40680359003664","2.34004926419504","1.92611516353491","1.8221436240763","3.26294022827556","1039","3.49255437157551","964","3.04427461630771","2004","1.46559548220108","1.34213351860039","1.02524454603516","0.903176908987557","0.625231100205049","0.524221562559212","0.376483243134223","0.274742626160551","2.08791651972482","29749","48.4393063583815","31666","51.5606936416185","61415",""
"Micronesia, Fed. Sts.","FSM","2013","59.0110038581058","5.23621515319832","53.7747887049075","11.4020950846092","11.7936802973978","62.8891867907785","32657","62.6549249836921","33954","63.1115241635688","66613","9.64851694102298","10.3029739776952","7.55343233183684","7.83085501858736","6.52315720808871","6.45910780669145","5.71927401097425","5.7546468401487","5.53509074862822","5.06133828996282","5.11492268140133","4.8457249070632","4.58347722650704","4.52973977695167","3.90622002225548","3.78996282527881","2.66873872836806","2.74349442379182","3.29286483016445","1996","3.82947699627796","1493","2.77509293680297","3488","1.55404627604466","1.38661710037175","0.926672038678485","0.609665427509294","0.713710141590883","0.433085501858736","0.635048539963931","0.345724907063197","1.34584881611012","52122","49.2079077056702","53800","50.7920922943298","105922","1.068"
"Guinea","GIN","1987","93.3128668358102","6.722354733519","86.5905121022912","9.75143453888797","10.4517464476643","51.7296218140473","1618137","53.3658360264089","1382907","49.9395124304664","3001002","8.44619296019767","8.51708313411557","7.35621054172951","6.74737935347997","6.44939793724538","5.57767615063608","5.0365762481453","4.2888034078155","4.13754687666445","3.60256741745884","3.75969729819577","3.3181855606963","3.28402963037229","2.88874187299849","2.82063044846923","2.49262954451235","2.32411954650135","2.05469954108894","3.47744636312457","113076","3.72922396219987","88670","3.20204942719175","201738","1.74519212218093","1.52973966150073","1.1333178768","0.973795701518581","0.580741313367802","0.484045004196212","0.269972649851146","0.214469059976224","3.00795776824797","3032159","52.2666812380555","2769164","47.7333187619445","5801323","1.024"
"Guinea","GIN","1994","97.6489906700972","7.07563680089229","90.573353869205","9.87657905569668","10.4763472466715","50.5947367618325","1923205","52.1873616931325","1659408","48.8646690181117","3582674","8.22648908754575","8.37904006153255","6.99976907586658","6.81328156149457","6.08896196210076","5.53704644918647","5.30544804573329","4.52683597934702","4.47284579125164","3.71106437537214","3.35198183650083","2.77647392787711","3.04510510032989","2.59172314119919","2.63313210461433","2.21759838111902","2.18704963349274","1.83525789431218","3.57990181208725","143758","3.90096258187834","109729","3.23119526161642","253497","1.71600239119091","1.44249315208871","1.18392713760175","0.987153430316208","0.659124230399873","0.537968141826412","0.341908822685813","0.26358053738509","2.63206185341338","3685193","52.0425232226714","3395926","47.9574767773286","7081119",""
"Guinea-Bissau","GNB","1962","78.6737506037446","6.45736852572662","72.216382078018","9.07422486689634","9.37246630079108","55.9679622441694","178835","56.0084559974945","173140","55.9279274623115","351970","7.76667710616975","7.96990732515658","6.75540244284372","6.873895670544","6.33260256811776","6.3922707436276","6.08393360476041","6.08443133695333","5.61290322580645","5.57082729014106","4.96492326965236","4.85565788156097","4.15878484184153","3.96831805980418","2.99624177889132","2.78476760224435","2.26276229251488","2.05538525148832","3.61402677445566","12525","3.92264328217977","10199","3.29449539209954","22728","1.66771061697463","1.45262729466336","1.1114938928907","0.911889449151584","0.688380833072346","0.566579558558937","0.455057939242092","0.363399089725658","0.978411184377033","319300","50.7730446494307","309577","49.2269553505693","628877","1.03"
"Grenada","GRD","2019","50.1387418061904","14.5296853845226","35.6090564216679","6.7223261839643","6.87980718108673","66.6053587850325","36718","66.0680869440046","37880","67.1321731116861","74599","8.00885274219087","8.07074752773544","8.59003886569742","8.68039556232942","8.20857924283864","8.4606387126502","7.66877788973658","7.54971112607663","5.66611486972794","5.71899478963598","5.38901684180222","5.8306454471343","5.23607312508997","5.45847658880658","5.61213473441773","5.623294226066","4.96617244853894","4.85946195016482","9.67741935483871","5910","10.6340866561106","4932","8.74065147272534","10839","3.25500215920541","3.27863041860135","2.59464517057723","2.27909119909262","2.07823520944293","1.4957643639457","2.70620411688499","1.68716549108567","0.494964112035921","55576","49.6205424903127","56426","50.3794575096873","112002","1.05"
"Heavily indebted poor countries (HIPC)","HPC","1977","93.394513337357","5.81876385956242","87.4414752380093","10.0961081431142","10.2432673021324","51.7437004968106","65502376","52.0505558007052","63939849","51.4330807223596","129442218","8.46410031346886","8.53685136650795","7.09759790312684","7.08872599008995","5.98606403675529","5.94062333630403","5.03862889219639","4.9778917670389","4.28934421769776","4.18924879724816","3.63054873464166","3.51152586367721","3.03224651768388","2.88422339532753","2.46993019335985","2.29851473396341","1.94598684866049","1.76220817007005","3.01084369994746","4110003","3.26595695540213","3421900","2.75256919865172","7531937","1.44361310758367","1.2658809865625","0.95858230045401","0.812905219467742","0.535810440945268","0.432153122868949","0.327951106419191","0.241629869752534","2.69692401704921","125843759","50.3052392281058","124316584","49.6947607718942","250160343","1.03607593237087"
"Heavily indebted poor countries (HIPC)","HPC","1986","95.937422326619","5.91565567232977","89.9073927287094","10.2189319034829","10.4292072797348","51.0665107737511","81830493","51.4323163279958","79722763","50.6965191324239","161553081","8.52988670967664","8.58415767698947","7.11997344215356","7.04665015059467","5.92220667355016","5.85564183196702","4.93082850809181","4.83808183916425","4.11946425083353","4.01245926160459","3.42138868277886","3.29023504863012","2.89828815703351","2.72462534634452","2.37114245966874","2.199658573448","1.90020554072612","1.71580212394647","3.02091938213285","5197463","3.26672309207589","4359517","2.77226138033659","9556924","1.40732689691805","1.24277204580678","0.956918155455543","0.816459111402598","0.552108730492276","0.45133472943181","0.350369309210015","0.261695493695411","2.7202520072662","159103262","50.2921304383459","157254905","49.7078695616541","316358167",""
"IDA & IBRD total","IBT","1967","82.1085056026002","7.04744517693299","74.2880503227656","9.66831724918069","9.88431944713859","55.1464011613563","727440033","55.1229632642345","740889288","55.1693507193932","1468330429","7.50398889953287","7.68127970527826","6.92012686286299","7.11586989765076","6.43262451933674","6.62054231480745","5.75117235661115","5.93515856231894","5.0109146769199","5.02142682728376","4.18337879266242","4.12459508207766","3.75859537440092","3.58178613847861","3.28119946008685","2.96539828883485","2.61264507263997","2.23897445552431","3.88641233803827","58902356","4.46342285911849","44579210","3.31953258708107","103479782","1.91704833119844","1.55331796226922","1.25322764210682","0.952860517381771","0.750993246404979","0.509539167037436","0.542153639408241","0.303814940392641","2.35411773751993","1319667868","49.5630494501655","1342936394","50.4369505498345","2663895780","1.05566879390173"
"IDA blend","IDB","1968","88.0434163277458","6.72050983850951","80.8677130080302","9.5959259379281","9.42377381512444","53.3082514643059","38136160","52.9039214659174","40272779","53.6970186197797","78408828","8.22173514146274","8.28337957420496","7.21345605097577","7.3739399137291","6.27204459536605","6.45271225765409","5.36500472992589","5.57047658702207","4.56849719533817","4.77531555054886","3.78829109175834","3.91786653732983","3.16025803510311","3.23303745966602","2.62380209244286","2.62136168802497","2.09490659561642","2.04515523647538","3.58258549047501","2701903","3.74818188618169","2567590","3.42345205524457","5269473","1.59903151937383","1.50485010485596","1.06447470521752","0.986480965047106","0.610896508511203","0.551819793987277","0.473779153079135","0.380301191354222","2.65570619610227","72085696","49.0093083404886","75000028","50.9906916595114","147154758",""
"IDA blend","IDB","1993","90.4584527220415","6.44182307746225","83.8944960172525","10.4212957328865","10.481290318017","52.5385803121127","78238761","52.6448865361907","80222320","52.4353103716019","158461089","8.6812587628807","8.68341593447163","7.37964586603675","7.32458058949623","6.28352922122076","6.21689899396994","5.08898133806698","5.01598099528976","4.07070838629417","4.01726471933903","3.40577644301661","3.4206195224021","2.93048569079078","2.94582155794952","2.43206140761763","2.42006862205215","1.95114368737981","1.90936911861459","3.38444293457437","5201462","3.49993227321051","5006332","3.27226361559002","10207783","1.47776508349302","1.42242958959964","0.99476813232309","0.930241766257321","0.588050401162208","0.541755847393404","0.43934865623219","0.377836412339656","2.65585603137946","148616070","49.2744142209083","152992935","50.7255857790916","301679823",""
"Indonesia","IDN","1971","87.334520716156","6.2446092524259","81.0899114637301","9.56521865637289","9.90716130856642","53.3804446319645","31793614","53.7840300531094","31131324","52.9744636508366","62924946","7.6794086438891","7.49609872345651","7.13497955897846","6.73104421006591","6.74298777585162","6.45654674073542","5.89733976769158","5.71483199096794","4.88907742267399","4.87899074478656","3.79875258240573","3.9016304856655","3.11019394492127","3.10946876649213","2.73271154175247","2.67324014421646","2.23336015857228","2.10545053588376","3.33340023744796","2147571","3.63296299707187","1781844","3.0320660377137","3929417","1.60197629359826","1.40450550007418","1.00408055799925","0.848433419614679","0.616908318244278","0.483913821751523","0.409997827230078","0.295213296273319","2.65363306724659","59113484","50.1471078938094","58766662","49.8528921061906","117880146",""
"Iceland","ISL","2020","53.9555559290273","24.0509732907015","29.9045826383258","6.24510583178781","6.35220676176308","64.9537133362443","117799","64.5918337307545","120205","65.3108135701992","238007","6.41172834054579","6.62116040955631","7.30136300744797","7.67655552638488","6.74497335806176","6.91345059945743","6.78500986193294","7.02488258802252","6.37875710206365","6.40704763571658","6.14383702787836","6.25127621714652","6.15561247019341","5.99224059974913","6.401719214578","6.13284326594907","6.02372751626483","5.93914996645372","15.6220054330785","29863","16.3743413111955","27385","14.8793792479799","57243","5.01692719832789","5.01969020740352","4.07253672466072","4.09789679414253","2.93208513644794","2.62186050581955","4.35279225175896","3.13993174061434","1.61271631750822","182375","49.7714285714286","184050","50.2285714285714","366425",""
"Israel","ISR","2002","61.3200646557069","16.1821703760869","45.13789427962","8.19892043515004","8.83076375621867","61.9885714989659","2058331","61.777024599606","2014313","62.2060860153593","4072649","8.08916126607233","8.81129419007756","7.60636794955553","8.12831364944849","6.68099012103553","6.73193137109487","6.12308496778821","5.93657328400605","5.9270270926797","5.64232631058628","6.10253309075939","5.78772318881237","5.67353263433512","5.47094808565162","4.09650368783137","3.91150819086621","3.27890335439874","2.95470398859715","10.0311007076477","377812","11.3393303476112","281251","8.68559709245709","659043","3.18314375318826","2.72199005276187","2.95349330769516","2.26126513372336","2.43058707411589","1.78442520216941","2.77210621261188","1.91791670380245","2.01405839404727","3331871","50.7134102981678","3238129","49.2865897018322","6570000","1.054"
"Kyrgyz Republic","KGZ","1970","92.0718372940836","11.9446113593565","80.1272259347271","9.08915869408884","9.98814476049041","52.0638577490925","818589","53.0685836605391","722452","50.9706389453759","1541038","6.070681610983","5.97430942878278","4.62027226189038","5.09135425368244","6.83045368582174","7.38238280469934","5.8206979255037","6.24108747563558","6.16940869069672","6.14841128540048","4.30703346447408","3.37403210336981","3.06086253094105","2.18372667977353","3.80842294474191","2.4796857728688","3.29159185139765","2.10750438067273","6.21883050698503","114512","7.42372073158834","69558","4.90747850446786","184071","3.13051422723123","1.84058570227176","1.90598830135795","1.34964096765756","1.18989391361768","0.907354748705487","1.19732428938148","0.809897085833059","2.22394599716648","1542512","52.113653957076","1417388","47.8863460429239","2959900",""
"St. Kitts and Nevis","KNA","1997","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.902395698062835","","","","","42857",""
"St. Lucia","LCA","1960","95.3949374809393","7.96410055330458","87.4308369276347","9.54376464014785","10.1216263176184","51.177854331806","24698","53.0763114348957","21208","49.1323989343218","45906","8.0136677196828","7.50608131588092","6.54804117508005","5.57164369280667","5.55089936174328","4.79091856828449","5.58743257473191","4.7075176647747","4.61178088668257","4.54534924128345","4.04229256656566","4.17699525078188","3.65332129886317","3.32445268157072","2.66262652311263","2.37924244179312","2.86248468828573","2.00857175952739","4.07594456893765","2281","4.90189757806288","1372","3.17850110042859","3656","1.90617411299508","1.32746438086413","1.62680248425848","0.963743773890884","0.939118475060709","0.521255646936175","0.429802505748609","0.366037298737403","","46533","51.8774108675779","43165","48.1225891324221","89698",""
"Least developed countries: UN classification","LDC","1974","91.0472023175677","5.76870545751095","85.1135270292607","9.9684398958112","10.0514837228612","52.3883228323339","88798579","52.5929700314792","87822041","52.1831401506438","176620406","8.266659900941","8.25609702734043","7.03930314834932","7.0234935308765","6.05388109173462","6.05147492371614","5.20336455213338","5.17299031210886","4.48143910689391","4.44292181396255","3.80763592530365","3.72713392529486","3.16809079638869","3.07701964637261","2.58983759335196","2.48135325949715","2.01431802057149","1.89917198861355","3.02212746409075","5414481","3.20684901727116","4774237","2.83681288114184","10188711","1.46381279359928","1.35625091838605","0.945551910040388","0.841574104136786","0.504740988185823","0.419670334527865","0.29274332544567","0.219317524091138","2.36373407888458","168841157","50.0808783068146","168295815","49.9191216931854","337142875",""
"Sri Lanka","LKA","1961","87.076721955436","8.15940423409403","78.9173177213419","10.0196260995576","9.50818588229294","53.4540055185921","2515247","52.2044078193901","2889838","54.5915276378018","5405076","8.33243740133506","8.04703446543114","7.12093670624403","7.10092347973436","6.26059292572094","6.55507205446613","5.38852246769145","5.85898161258056","4.37627151430219","5.00362232257467","3.60895245693611","4.2342542313167","2.93596569915697","3.45015126856854","2.36594539643849","2.77338617736818","1.79515715200721","2.05991614346853","4.36152919650893","200842","4.16851214821524","240181","4.5372258581882","441022","1.39194624241969","1.56115963438628","1.02310591327572","1.13280936382192","0.772694649355738","0.814328340163954","0.980765343164094","1.02892851981604","2.37338905208677","4818074","47.6487936327632","5293565","52.3512063672368","10111639",""
"Lesotho","LSO","1962","98.1772288131922","9.23470516208618","88.942523651106","10.0561475121983","11.0419426048565","50.4598819977541","261425","54.0042802665664","177153","46.0077911959486","438563","8.35519602050892","7.72808726139463","6.95811866584587","4.81080379171536","5.79591887324875","3.40760940137644","5.06505096244025","3.41228411894559","4.58414070343454","3.66809505259057","4.01729459058589","3.67276977015972","3.54030928644321","3.43565770679133","3.0304783073942","2.70432411375146","2.60162534446643","2.12621737436697","4.65980007731816","26181","5.40838122466855","14322","3.71951694585119","40500","2.17752364268864","1.62186728996234","1.58464888180102","1.08401506297883","0.987022859763428","0.645890144137125","0.659185840415467","0.367744448772887","1.88620849462122","484082","55.6971783342461","385050","44.3028216657539","869132","1.027"
"Lesotho","LSO","1963","98.3894838422218","9.22313250206548","89.1663513401563","10.1738043480463","11.152728940529","50.4058993947342","266785","54.048715460463","179867","45.8306579014422","446627","8.39625527500957","7.85430362329919","6.97992913304471","4.86520919329359","5.80934803616686","3.28084390765938","5.00870136000535","3.21102787545228","4.5419275892877","3.55526677878","4.02592377243968","3.61106864393824","3.51073032672138","3.42124038118534","3.04476692713345","2.79824695510371","2.557328692608","2.0807216022015","4.64902370840702","26581","5.38511874975942","14617","3.72445599551547","41193","2.15680276174481","1.63965754471793","1.58447815138138","1.07628802935331","0.978725731917075","0.637262396167762","0.665112104716157","0.371248025276461","1.92907845294543","493601","55.7073384338099","392460","44.2926615661901","886061",""
"Madagascar","MDG","2006","90.2454908269809","5.52499209252895","84.720498734452","10.440096984398","10.5118188585869","52.5636631554349","4999206","52.7418179700501","4924956","52.384082031759","9924159","8.79275060404248","8.89202475273694","7.57964382646536","7.68329779515822","6.37646463553097","6.39551005373857","5.2387273361426","5.20463107077105","4.31250776746617","4.22488575647598","3.54241822506567","3.43388436916291","2.87296550411568","2.77193511293311","2.03074534548107","1.89214058375215","1.55549774134216","1.3739536784431","2.90413764761508","286325","3.02073989955097","261985","2.78659215048629","548309","1.24182398357232","1.09861835616325","0.894622202050548","0.811816933388231","0.523703932991217","0.502806588689383","0.360589780936881","0.373350272245431","2.92114807879382","9478638","50.2039457602952","9401627","49.7960542397048","18880265",""
"Middle income","MIC","1978","76.9239687487944","7.85774118929304","68.3022020292266","10.1730083931681","10.4088492135835","56.7665940933565","875213799","56.5284348770448","903974088","56.9990536525949","1779188556","8.99444527238813","9.19092443115053","7.73743072768369","7.86600448671041","5.85092762206204","5.93063949590713","5.17145985528089","5.29235066064445","4.93451742442665","5.03852671521144","4.30359128588608","4.38955073547927","3.75862496929922","3.70761679892604","3.05662024264816","2.86989967487189","2.54780908420188","2.30469144011026","4.46057213511657","79239990","5.11796384142653","60565069","3.81886122853972","139804032","2.11079323295413","1.73343500058478","1.47385911921285","1.1055952091642","0.888643743605347","0.606885255666562","0.644667745654205","0.372945763124183","1.96170250797371","1548271770","49.398988593001","1585945780","50.601011406999","3135818510",""
"Middle income","MIC","1982","72.7815613356706","7.96290249170998","63.9103114568498","10.5477285809975","10.7473900248222","58.1824229083098","970568035","57.9524932936263","1002480059","58.4068726643141","1973046476","9.00861432294218","9.1923539329951","8.10364693331718","8.26222248088508","6.65376034002897","6.72912952314128","5.10589392150102","5.17552700808328","4.70655956590243","4.78371702688182","4.32382994702661","4.377521326104","3.78146004411818","3.79407283187395","3.19660845715425","3.0440248466944","2.52439118063796","2.30091366283294","4.6330095932844","88527262","5.28595149176879","68583065","3.99581248157652","157111767","2.06426975395392","1.75262321416236","1.54926545101051","1.1797228942395","0.958136688538592","0.653794445035973","0.714279598265766","0.409671928138683","2.04406472048308","1674764934","49.3865110482455","1716373454","50.6134889517545","3392871650","1.06316749240986"
"Middle income","MIC","1985","69.9659008269052","7.92001634105308","60.9461906862604","10.6389128867526","10.8096849122466","59.218479345144","1049069017","59.032361127929","1082103298","59.4000393289683","2131172320","9.28130395086987","9.44796416658963","7.95524061860665","8.09050099693862","7.21100243575499","7.32351236796166","5.51436664583211","5.53916133379607","4.46748491374295","4.53124751566868","4.32272276755422","4.34887193468215","3.74684790254698","3.74609321360876","3.27386753526114","3.19040617311832","2.6206114710075","2.37259671435786","4.69011321168932","94749669","5.33167667060812","74039534","4.06426194411462","168789196","2.0070623524403","1.74765338354536","1.58238263679823","1.22025731009627","0.999697219498469","0.68286780885901","0.742534461871122","0.413483441613979","1.9827877895822","1777108343","49.3801711047992","1821721521","50.6198288952008","3600671134",""
"Middle income","MIC","1995","64.3035666724204","8.55034041949562","54.6712621996386","9.45653626234494","9.64587537218138","61.2664000437017","1300051818","61.2148439308618","1337237056","61.3166057226248","2637288879","9.20731985332091","9.34066854393753","8.63615581826169","8.69099121537824","7.52835715017015","7.58834127268494","6.45516366080191","6.49380319976603","5.84101011546598","5.85651905074187","4.42921682796709","4.36717976486578","3.5371263543357","3.49079922690005","3.33995713075169","3.21951154161135","2.78400075744177","2.62291653455766","5.23848572590838","124726748","5.87294165398716","100770393","4.62064557017063","225497177","2.27236353815439","2.02430695862942","1.62035120085496","1.29955279370333","1.03552950213505","0.765299431569011","0.944697412842751","0.531486386268867","1.55444622918255","2123752564","49.3365271400099","2180872602","50.6634728599901","4306838181",""
"Middle East & North Africa (excluding high income)","MNA","1965","93.632711536644","7.09384037550989","86.2140344937082","9.07782862832352","9.39052379822525","51.7309498794516","28591998","52.0247627116054","28988592","51.4443941431821","57580588","7.24053848690028","7.20480814603606","6.77717562580015","6.64978685653451","6.3611048639663","6.28976508521746","5.62080546682184","5.50885662075725","4.76607778532288","4.70031341965314","3.84338602041834","3.76434909565094","3.20790582847694","3.15243276011782","2.83763694893814","2.68546391911746","2.29230305663698","2.0980944418722","3.66971083531002","2190074","3.98496391091159","1894603","3.36224344655495","4084675","1.74972943191255","1.51537452858834","1.15298760299601","0.973157286407994","0.66716231392303","0.551480877248494","0.415084562080001","0.322230754310119","2.70488997557945","54958440","49.3751875991451","56349370","50.6248124008549","111307810",""
"Montenegro","MNE","2005","49.7952773571148","19.5689972614231","30.2262800956917","7.14043798605653","7.85274051613329","66.7577884816618","206642","66.2532190761012","203426","67.2785999143074","410067","7.80885557451322","8.40809465739429","7.25929618056221","7.42262944530503","6.95160682220476","6.7825714379882","6.2930940832902","6.22952440591938","6.841375432139","7.00866813882206","6.82635840218801","7.13061533898026","7.28006441347315","7.55248673412215","5.52434995430989","5.26910780791668","4.32778022736422","3.62216143172605","13.0637858112789","45894","14.7144527730384","34353","11.361524010415","80246","4.95146623724351","4.30078112125507","4.2865632728179","3.48307570614021","3.02768884713942","2.19735671203981","2.44873441583754","1.38031047097986","0.147929262061512","311898","50.7761345126771","302363","49.2238654873229","614261",""
"Malawi","MWI","1982","96.4723174181216","5.72523915008622","90.7470782680354","9.80443174033645","10.2070638398905","50.8977556299626","1686084","51.130314854254","1655848","50.6629004602914","3341939","8.02066095527655","8.40821279392381","6.4790041062936","6.84614687960092","5.85246151695419","5.96172886496118","5.25108858780315","5.1141488524534","4.41694178924746","4.14650877319662","3.70445845656611","3.39102376601872","3.07357940770028","2.7235644499817","2.48254726665072","2.11478892803861","2.04514102742553","1.74971331222593","2.91401823184183","103561","3.14047611899609","87760","2.68513543779089","191334","1.47900562253819","1.25120702590042","0.844487586657169","0.711120303613673","0.482863252023201","0.422902712182609","0.334119657777531","0.299905396094193","2.36720377094069","3297621","50.2227921629428","3268364","49.7772078370572","6565985","1.02"
"Malawi","MWI","2019","85.5656396617159","4.90268854157328","80.6629511201427","11.1546908970229","11.4512701738586","53.8892873471308","5130425","54.3277466516284","4908475","53.4385023512625","10038900","9.50176052851753","9.63079179530549","8.06354993836482","7.99604541092823","6.74294441101158","6.58874995400248","5.17494044297907","5.0603476563257","4.22130803387864","4.12734377772779","3.30466414308891","3.17180383653059","2.58587123315145","2.36017897335279","2.01172852651318","1.75245648525826","1.56628849710027","1.29951428797256","2.64202417908193","295347","3.12752588534449","196830","2.14288560455111","492176","1.18896960662028","0.930227696973352","0.940003945583144","0.655538133957404","0.584340228291059","0.353827069795819","0.414212104850007","0.203292703824533","2.64093709821938","9443471","50.6929960782659","9185278","49.3070039217341","18628749","1.03"
"Niger","NER","2001","104.011263585789","4.97481404580259","99.0364495399863","10.1824087913839","9.70593090364611","49.0169014408113","2969558","50.1308153226626","2790636","47.8853402327418","5760155","8.47325063837675","7.43330268683639","6.94989109696135","5.96240810769721","5.84583610894558","5.15772307166442","4.86273760394407","5.11250833512648","3.93411594062953","4.27915012081858","3.11037950117648","3.70997637851753","2.73024020117435","2.88945331522685","2.31270821312245","2.15338829111633","1.72924722694812","1.4814990220919","2.43849969769469","154774","2.61282884885555","131786","2.26135456143765","286557","1.20509121283648","1.02730970086891","0.766626072106607","0.69236030533932","0.417413817028714","0.369079228916291","0.223697746883746","0.172605326313124","3.63774775930809","5923618","50.4079186041722","5827746","49.5920813958277","11751364",""
"Norway","NOR","1984","56.0853743961262","24.2141063119567","31.8712680841695","7.74379352943651","8.34095174528005","64.0675036029566","1307437","62.4786297000317","1345008","65.6907607189957","2652458","7.31901698532477","7.83933367764809","7.26202951874276","7.760665736007","7.15469993612814","7.73677218106135","7.15030157461342","7.80249167268077","5.59562420399218","5.9949857738067","4.66623129262108","4.83490237601615","4.65456607295161","4.77035557421001","5.19460837371539","5.18152993999249","5.73775821250588","5.42877204229306","15.5133741942281","372657","17.8082008406607","269630","13.168866844492","642269","5.27382668925767","4.62464886490955","4.61378561238579","3.70311011997106","3.67081515025185","2.52313985743024","4.24977338876544","2.3179680021812","0.282202672828762","2092615","50.5450472601441","2047484","49.4549527398559","4140099",""
"Nepal","NPL","1996","82.3404329959112","6.68260022063749","75.6578327752737","10.3999473537009","10.7035868797386","54.8424715006805","5995930","54.802695198036","6118984","54.8816744775419","12114895","8.7821795933439","9.29127921723585","7.34283343113115","7.78746000237501","6.18190941546156","6.29560554404125","5.38168566869026","5.3335817171345","4.86681217518787","4.77954353108487","3.64998802662294","3.49587045487242","3.18296234144415","2.93623556112197","2.77049321173501","2.41895267660752","2.24388398071829","1.83955889332998","3.66490312150752","466577","4.26450560920725","342732","3.07399170467465","809590","1.78273530427916","1.37143555193763","1.26209448182697","0.905787677412944","0.733447034715481","0.49787378921866","0.486228788385641","0.29889468610542","2.35559365489083","10940940","49.5281378947696","11149412","50.4718621052304","22090352",""
