"Country Name","Country Code","Year","average_value_Age dependency ratio (% of working-age population)","average_value_Age dependency ratio, old (% of working-age population)","average_value_Age dependency ratio, young (% of working-age population)","average_value_Population ages 15-19, female (% of female population)","average_value_Population ages 15-19, male (% of male population)","average_value_Population ages 15-64 (% of total population)","average_value_Population ages 15-64, female","average_value_Population ages 15-64, female (% of female population)","average_value_Population ages 15-64, male","average_value_Population ages 15-64, male (% of male population)","average_value_Population ages 15-64, total","average_value_Population ages 20-24, female (% of female population)","average_value_Population ages 20-24, male (% of male population)","average_value_Population ages 25-29, female (% of female population)","average_value_Population ages 25-29, male (% of male population)","average_value_Population ages 30-34, female (% of female population)","average_value_Population ages 30-34, male (% of male population)","average_value_Population ages 35-39, female (% of female population)","average_value_Population ages 35-39, male (% of male population)","average_value_Population ages 40-44, female (% of female population)","average_value_Population ages 40-44, male (% of male population)","average_value_Population ages 45-49, female (% of female population)","average_value_Population ages 45-49, male (% of male population)","average_value_Population ages 50-54, female (% of female population)","average_value_Population ages 50-54, male (% of male population)","average_value_Population ages 55-59, female (% of female population)","average_value_Population ages 55-59, male (% of male population)","average_value_Population ages 60-64, female (% of female population)","average_value_Population ages 60-64, male (% of male population)","average_value_Population ages 65 and above (% of total population)","average_value_Population ages 65 and above, female","average_value_Population ages 65 and above, female (% of female population)","average_value_Population ages 65 and above, male","average_value_Population ages 65 and above, male (% of male population)","average_value_Population ages 65 and above, total","average_value_Population ages 65-69, female (% of female population)","average_value_Population ages 65-69, male (% of male population)","average_value_Population ages 70-74, female (% of female population)","average_value_Population ages 70-74, male (% of male population)","average_value_Population ages 75-79, female (% of female population)","average_value_Population ages 75-79, male (% of male population)","average_value_Population ages 80 and above, female (% of female population)","average_value_Population ages 80 and above, male (% of male population)","average_value_Population growth (annual %)","average_value_Population, female","average_value_Population, female (% of total population)","average_value_Population, male","average_value_Population, male (% of total population)","average_value_Population, total","average_value_Sex ratio at birth (male births per female births)"
"Middle East & North Africa (IDA & IBRD countries)","TMN","2013","56.8109102905495","7.68779594286297","48.1797917912924","9.16696021442995","9.37871991292319","64.1570202600069","110941719","64.4077265455879","111820428","63.9103108238236","222761961","9.59617643017481","9.67764435886244","9.53102601114559","9.47609731803309","8.3768097135425","8.27723489434975","6.81834685402449","6.72516447654475","5.75158936694258","5.59134206183739","4.99573048527794","4.86479343111512","4.15722268804634","4.08842501197657","3.4080512149487","3.33180572919622","2.60581356705502","2.49908362898502","4.93226100183244","9017205","5.23497994334762","8108274","4.63423652415932","17125485","1.8640580985615","1.72493565884663","1.4049026815144","1.25900715706438","1.03403452641873","0.913616172202776","0.93198463685299","0.736677536045531","1.81669565483602","172249084","49.6089542227938","174964613","50.3910457772062","347213697","1.05786839727062"
"United States","USA","2004","50.1106892502882","18.4374737131615","31.6732155371267","6.9801002399868","7.57897449810299","66.617507766885","97472285","65.7017739483212","97587329","67.5580184171589","195059592","6.68591141806568","7.15812158483201","6.47151611754737","6.71728425099181","6.62956124351246","6.91403611668686","7.0455209901396","7.44829955932976","7.60598683373142","7.92746873548927","7.45241083626211","7.57835949685243","6.71699683962405","6.67775776700992","5.74513624138219","5.51237061148507","4.36863318806956","4.04534579637874","12.2825855574362","20724462","13.9694472553522","15239541","10.5500705001518","35964061","3.56147280170084","3.30523373899079","3.15887453410517","2.64626995258715","2.87606376228492","2.16478498817863","4.37303615726132","2.43378182039524","0.925483968943482","148355637","50.6669920978822","144449661","49.3330079021178","292805298",""
"St. Vincent and the Grenadines","VCT","1960","115.83057895298","8.76426058215162","107.066318370828","8.81552946646519","9.65617178237387","46.3329093446287","20872","48.5226083924213","16641","43.8440258200501","37516","7.54155527141695","6.99512580687656","5.70498663257003","4.89263601633513","5.30047657793793","4.34988802529311","4.42868766709287","3.71492556975366","4.05207485760781","3.61217230931366","3.86841799372312","3.30918192596496","3.51272811809834","3.01409563957318","2.85946762757178","2.53721512317218","2.43868417993723","1.76261362139376","4.06041221581437","2263","5.26095548064629","1025","2.70056646028191","3288","1.82959432756015","0.985377420629693","1.45530628850401","0.714003425108682","0.864814599558294","0.453168225530233","1.11124026502383","0.548017389013305","","43015","53.1246140545881","37955","46.8753859454119","80970",""
"Vietnam","VNM","1988","77.3531691224189","10.0317771086347","67.3213920137842","10.5322819308464","11.0989340337762","56.3846705640298","18602024","56.5370886409349","18115916","56.2290121817883","36717941","9.53201866688015","9.96989455676677","8.55478416153892","8.84849364459611","7.06569545301006","7.23988203647305","5.02676739871799","4.99444815078136","3.48714732673405","3.21875341229062","3.16858941756662","2.89313203940618","3.30026091154981","2.95366634661877","3.19867846473403","2.79261398889705","2.6708649093569","2.21919397218222","5.65638385822307","2236493","6.79736801682604","1446965","4.49115642905505","3683462","2.2640305986766","1.7829080764368","1.74965681770092","1.25700794094151","1.3256747894329","0.813008988054973","1.45800581101562","0.63823142362177","2.20228044699573","32902338","50.5253681363785","32218094","49.4746318636215","65120432",""
"Samoa","WSM","1975","110.130782473483","5.18270672516244","104.94807574832","11.7636012447687","12.4034843296311","47.5895057446204","36041","48.3434381371392","35986","46.8561607270739","72028","8.26537182101084","8.04807229072538","5.04882498122116","4.24213226390281","5.09040669599742","4.47129594666736","4.06695997424616","4.21478886993659","4.13000321922953","3.60932800354162","3.2232535679794","3.09370971732139","2.9549844403906","2.91532662335126","2.09652323210645","2.16012812333173","1.70350896018886","1.6978945586646","2.46632179123805","1989","2.66793647387059","1743","2.26950169919663","3733","1.13477840970061","1.12368328537389","0.732374718317416","0.746084035364123","0.539220946453482","0.28515253707634","0.261562399399077","0.114581841382274","0.770703944860375","74552","49.2570348787272","76801","50.7429651212728","151353",""
"Kosovo","XKX","2008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.803213477569189","","","","","1747383",""
"Zambia","ZMB","1977","104.853763718308","5.24250803233156","99.6112556859764","10.5391787093014","10.7137057686903","48.8153109910302","1307288","49.1833857727671","1273847","48.44340700734","2581131","8.37686565058445","8.40320251662162","6.70402074953715","6.77631251195544","5.45597100362041","5.48362328711642","4.53899887395988","4.47314889922523","3.85227617742299","3.69324566837684","3.2272919318266","3.0181509661133","2.68187918150089","2.43155025732471","2.14707596387793","1.94435792797038","1.6598275311354","1.50610920394576","2.55914461674863","73732","2.77397895475034","61583","2.34195341648802","135316","1.22359514926145","1.08387078127609","0.823818927632076","0.68551470837103","0.46670657155208","0.370176421351581","0.259858306304734","0.202391505489328","3.36021679934237","2657987","50.2688393704147","2629557","49.7311606295853","5287544","1.033"
"Africa Eastern and Southern","AFE","2012","86.9379857593179","5.59001872292559","80.2458030101444","10.6176745613095","10.8355368525313","53.8109391113404","149530024","54.1320550916099","145076098","53.4840931616995","294605668","9.17652115121035","9.27134670993183","7.86193546039777","7.83617553494106","6.49553585407551","6.43875681047259","5.27630224356518","5.24342196653939","4.2778273780484","4.20254310849569","3.48012348796387","3.34334034113747","2.85358389791881","2.66162182270032","2.29294264086571","2.08172894525356","1.79960841625474","1.56962106969635","3.00804127118225","9380109","3.39573637359673","7088578","2.61329196990581","16468512","1.35923372212736","1.12490962770177","0.955691173342379","0.743964602812015","0.611873247576181","0.442578369506028","0.468938230550808","0.301839369885996","2.76342579830968","276231936","50.4549008350483","271250927","49.5450991649517","547482863","1.03147897687636"
"Austria","AUT","2008","47.8787129187929","25.3959664802166","22.4827464385763","5.76332770114819","6.34715858586531","67.6229858016489","2811157","65.8186233955396","2816039","69.5244470748703","5627244","6.0217511035081","6.51939237161711","6.19008601500556","6.60167938408627","6.26305372189026","6.58480820673177","7.46769824256203","7.88706606285093","8.35940379497476","9.00807575232521","7.85348813200335","8.43645070820769","6.56870526231704","6.83738327792937","5.6046392886723","5.6715972374617","5.72647013345803","5.630835487795","17.1735120119422","843259","19.743533926013","585902","14.4651750575529","1429093","5.44020501963635","5.0934946464183","4.20255685945495","3.65693236677496","3.62860184624181","2.70544722289338","6.47217020067988","3.00930082146625","0.313041437661508","4271066","51.3256988380422","4050430","48.6743011619578","8321496","1.055"
"Bahrain","BHR","2000","48.354751365553","3.63939132162317","44.7153600439298","8.94578047532509","6.95101318119221","67.40604654452","178833","63.1060218430757","269151","70.6016132205391","447987","9.03964571166434","8.57997245721031","9.38228911198546","10.8660240015739","9.41298939605131","11.7534264541937","9.0368226970376","10.471244016001","7.214566755474","8.85303954357663","4.29733401556187","6.49485212145059","2.25311854897048","3.57557872647387","1.91047514864936","1.8456292215883","1.61299998235616","1.21083349727851","2.4531643322184","7964","2.81031106092418","8342","2.18820906288937","16304","1.01346225100129","0.883730080661027","0.952061682869594","0.60987605744639","0.384635742893943","0.380615122303102","0.460151384159359","0.313987802478851","4.31531427526575","283385","42.6392922164879","381225","57.3607077835121","664610",""
"Bahrain","BHR","2006","35.812253700951","2.95877692550769","32.8534767754433","8.51507615130355","6.71864235560511","73.6310252937653","254072","67.5084228762129","451669","77.5974243514922","705697","10.2190479227115","11.2741316721271","10.4167330931352","13.1984805872863","10.1733465123447","12.0407100900755","8.78450190776818","10.9763996240983","6.89745878901891","9.38311225340038","5.64252994505202","7.01139215932186","3.59287483127677","3.97428474728854","1.8644581194401","1.97863819800813","1.40239560416202","1.04163266428092","2.17859013499329","10476","2.783534738386","10401","1.78690769275702","20880","1.17973408156108","0.734107929155922","0.703057743200587","0.5049246908002","0.541242865797277","0.305291315260958","0.359500047827057","0.24258375753994","7.50154025577022","376356","39.2682562918461","582067","60.7317437081539","958423",""
"Bosnia and Herzegovina","BIH","2018","45.4260912327308","23.9521466331882","21.4739445995426","5.39345842125936","5.90011514546711","68.7634648796227","1141305","67.3116279398946","1144338","70.2748445536194","2285649","6.15309214569397","6.80973363015276","5.73741679710584","6.27208106240884","6.80550427765792","7.39596223228679","6.95041266748213","7.4565748061718","6.47764683401413","6.94674138328088","6.68807953034819","7.07650264834574","7.53570809304805","7.47039226222461","8.16848062639114","7.85126276195594","7.40182854689382","7.09547862132494","16.4703174710621","315115","18.5847811393798","232358","14.2693175711983","547462","6.34506479887989","5.71379442695939","4.32283489644093","3.33756045137023","3.77381080166129","2.58865433330775","4.14307064239771","2.62930835956091","-0.827063451812447","1695554","51.0105360252881","1628375","48.9894639747119","3323929","1.062"
"Brazil","BRA","1962","87.5995246701484","6.07960188685366","81.5199227832947","9.56462840255632","9.69917160655755","53.3050385020698","20493523","53.363919047441","20292470","53.2457075316083","40785993","8.41357203067692","8.51460537755021","7.26211725586728","7.34120128108955","6.40550929278741","6.46807534318769","5.50023367764026","5.55168630198785","4.43496934068117","4.44346811499054","3.82652734403358","3.78450083580863","3.26875542986739","3.17219462928246","2.57667746121613","2.41564396754039","2.11092881211453","1.8551600736134","3.24073420601694","1402326","3.65157377490057","1077309","2.82676677285561","2479626","1.58142788235146","1.30951179261986","1.03844635147804","0.793154269881735","0.616769399071935","0.443221152151963","0.414930141999137","0.280879558202059","2.92144928229548","38403332","50.1910328456256","38110997","49.8089671543745","76514329","1.05"
"Brazil","BRA","2004","50.8902180700992","8.83664909062529","42.053568979474","9.3772246383235","9.83605575493893","66.2733482740752","61750681","66.3887911583792","60196576","66.1553439568008","121947255","9.43484624821189","9.7619201896098","8.52345699771265","8.68616651759254","7.71836174912485","7.74058913080165","7.38931565092309","7.30175203821701","6.79781363425813","6.63738712234305","5.74872211049736","5.54796423152944","4.78626834763024","4.55710632111362","3.73014667783133","3.48008881233677","2.88263510386613","2.60631383831796","5.85634317956442","6100681","6.55890478087022","4675374","5.13818219655356","10776051","2.39666268571253","2.07167682036783","1.72358882773363","1.39027978092851","1.26078181051042","0.934439138479187","1.17787145691364","0.741786456778036","1.20129414101631","93013715","50.5491521306704","90992764","49.4508478693296","184006479",""
"Bhutan","BTN","1975","84.4911857064938","4.41694335446222","80.0742423520316","9.52832913795238","9.39898413550827","54.2032629536504","90483","53.341075628865","98361","55.0228233872592","188841","7.9867477053133","8.17558345080665","7.84231655770466","8.25893356604238","6.79180102693493","7.16866930701931","5.76781366613414","6.0560291781343","4.77860768373705","4.99429415318521","3.82300404996728","3.97954845494619","2.96290182808567","3.05990020362042","2.23485094116052","2.28569510639726","1.62470303187507","1.6451858315992","2.3941147429936","4152","2.44766581580018","4189","2.34331297129176","8341","1.12066780246535","1.11319952563156","0.711544470055591","0.679107650309906","0.38554273688182","0.354657537311763","0.229910806397416","0.196348258038531","3.1798050264689","169631","48.6892751044074","178764","51.3107248955926","348395",""
"Central Europe and the Baltics","CEB","2009","43.0097339224159","21.3578488900009","21.5902271208208","6.0244749810086","6.79370545353159","69.95546978773","36830013","67.9402986983403","36483126","72.113729214857","73313666","6.84548639628606","7.71406401820814","7.13800142026241","7.9744825400393","7.52197878166795","8.3204094066859","6.92661975895261","7.62199816852604","6.39058395087339","6.92329943135155","6.40971967285317","6.76806762330787","7.43428463742235","7.56965124063334","7.25323476079575","7.01990014231012","5.99591433821804","5.40815119026313","14.9409852383054","9673170","17.8440920486947","5985832","11.8317876407795","15658222","4.68348736187677","3.78360088018597","4.7021776884865","3.3447525087917","3.93222263790587","2.50251519885363","4.52620436042551","2.20091905294818","-0.191813702998061","54209377","51.7262708557957","50591098","48.2737291442043","104800475","1.0562567896865"
"Central Europe and the Baltics","CEB","2019","51.9991140674069","28.7995040215667","23.1532292776619","4.46481719582992","4.99275137196725","65.8099374029389","33508545","63.421453872153","33879894","68.3560975650485","67388414","4.95212399546547","5.54273064442456","6.01685626102175","6.81830786588206","6.73282422921993","7.70250897467625","7.00470935366927","7.90567214418031","7.49294480235955","8.24832229050197","6.91514986361528","7.49808642728042","6.34436917370715","6.6649028351553","6.3178508106277","6.30295629379656","7.179808186637","6.6798587171838","18.9529357847638","11732165","22.205410076844","7675317","15.4857229600124","19407529","6.85305430699962","5.83078209281789","5.35175866423188","4.07526341599302","3.87019516903341","2.51530741798715","6.13040193657909","3.06437003321435","-0.136450276589414","52834715","51.5971387826839","49563822","48.4028612173161","102398537","1.05720503078546"
"Switzerland","CHE","2015","48.7888355863171","26.77801522812","22.0108203581971","5.04707456188705","5.41845492255715","67.2093433894495","2757020","65.9050309431664","2809523","68.5404398092733","5566544","5.95833136463492","6.30212101780995","6.64253161729648","6.93173158858494","7.11327723616697","7.32204484498887","6.59862367697501","6.82360212839692","6.97883303194351","7.20853326527347","7.9702934148112","8.3272591690251","7.66370144891431","7.98333929587752","6.41483076591198","6.74265115414804","5.51753382462501","5.48070242261133","17.9973302879733","830049","19.8418550532074","660562","16.1149182368371","1490610","5.45494114665586","5.27230967692914","4.56902686163701","4.15984261805777","3.58498787520409","2.97750541925859","6.23289916971039","3.70526052259163","1.13833715247736","4183323","50.5086132864878","4099073","49.4913867135122","8282396","1.052"
"Channel Islands","CHI","2014","46.7941034402562","23.9538794568582","22.840223983398","5.3526281572801","5.87328027638966","68.1224862888483","55744","67.111314439816","56046","69.1541736072552","111794","5.93773325949291","6.36313159355913","6.46986588331607","6.75180455302609","6.68897931665503","7.08248503917576","6.83706147215333","6.99241162317231","7.87845224049505","7.98692084644333","8.22518118995449","8.2176568573015","7.51246057162119","7.50694058856191","6.46384628349907","6.51119748287988","5.74510606534877","5.86834474674563","16.3180987202925","14795","17.8119958585153","11987","14.7905484607317","26779","5.01071488767426","4.82694799185637","3.84532036310226","3.67696958479857","3.37338373744913","2.98352766981307","5.58257687028966","3.30310321426368","0.65292181113547","83062","50.6145380757676","81045","49.3854619242324","164107","1.057"
"China","CHN","1968","80.2333013518182","6.55826098188341","73.6750403699348","10.8000109657318","10.7983306251617","55.4836421844082","206620629","54.8423624658269","223104378","56.0907212911942","429726357","7.35059743574499","7.51712557646976","6.13991026872514","6.62330140017985","5.97338132567958","6.45810217069883","5.43419368987364","5.85708993766118","4.67797323532917","5.01353119780762","4.35198654730393","4.45407202025812","4.03908642617014","4.03680256533104","3.37172552534072","3.10159097855875","2.7034970459277","2.23077481906741","3.63876205577242","16235562","4.30933046918262","11948427","3.00395678236866","28182576","1.99334740007962","1.52861135150125","1.22600311459925","0.877999738857047","0.703681216946213","0.429253262653429","0.386298737557536","0.168092429356931","2.61090262648529","376753699","48.6441361650082","397756301","51.3558638349918","774510000",""
"Colombia","COL","1984","71.6124233056865","6.42695216596455","65.185471139722","11.3448504040961","11.6951184972147","58.2708408011963","8733886","58.8771031278212","8357647","57.6503397154224","17091554","10.3826481910323","10.5328542869232","8.59811073084602","8.37316534426736","7.03346533553511","6.85421684037686","5.462415775117","5.26461988969682","4.39259662334665","4.11490988494691","3.76912755586859","3.53112553143263","3.23249222601768","3.0073323458278","2.62298423847331","2.43054247825812","2.03841204748844","1.84645461647799","3.74503796941677","606238","4.08678762763838","492210","3.39522280748733","1098466","1.55316508670296","1.37599611067953","1.17458455169766","0.994513812178324","0.721473017297448","0.576265626019598","0.637564971940319","0.448447258609874","2.12616368108118","14834096","50.5744082331358","14497134","49.4255917668642","29331230",""
"Comoros","COM","1988","96.4096229395326","6.26949090761816","90.1401320319145","10.181478171477","10.3221923276762","50.9138758077446","98724","50.9998605206197","98803","50.8279874682978","197528","8.68801562169059","8.80048562918302","7.39912282967501","7.46706312664942","6.0947323287374","6.12592405870763","4.60591909162762","4.67366644888804","3.57738780950216","3.62884349262039","3.29068019444459","3.23169759294603","2.83298119094727","2.71674546137345","2.38716376429018","2.16629712892323","1.94237951822789","1.69507220133034","3.1920569745053","6976","3.60373391466961","5411","2.78362236157768","12384","1.50741048781622","1.24391034379871","1.06520919324093","0.825158060981444","0.628173801639657","0.454762921388776","0.402940431972807","0.259791035408746","2.96041425276814","193577","49.8956088709262","194387","50.1043911290738","387964",""
"Cabo Verde","CPV","1969","110.912220309811","8.50818556618501","102.404034743626","10.0410400684485","11.1058010147594","47.4130110494092","66818","48.4490334556318","58096","46.2743036472397","124915","4.96903867627652","5.22832086788215","5.08215264585176","4.81891243916621","6.18936438650173","5.39160633069687","5.66584973244196","4.72890630600492","4.59416737967139","3.94115351223048","2.65165247908117","2.4094562195831","2.89528256739707","2.79019012799987","3.20199544643764","2.95028953300358","3.15849007352408","2.90966729591308","4.03411614215818","6293","4.56298852908334","4337","3.45448318159733","10628","1.79314645358702","1.53169729264737","1.35011673941732","0.994846551490677","0.643154429572052","0.42135614550726","0.776570906506954","0.506583191952018","2.80679665148023","137914","52.3470266946531","125547","47.6529733053469","263461",""
"Curacao","CUW","2012","51.5862495141083","20.9267325153741","30.6595169987342","6.39543200457753","7.68146184648356","65.9688535496748","55147","66.9166030898341","45187","64.8525181884834","100331","5.70761014686248","6.27714172917489","5.31661262635895","5.25210084033613","5.4596604997139","4.9743387287801","6.42761777608239","5.785065704134","7.51239748235743","6.85945519147256","8.37306885370971","7.83655744176865","8.37187678809842","7.66736224691219","7.24179858859431","6.76921775421578","6.11052832347892","5.74981670520557","13.8053314558479","12240","14.8519454510776","8759","12.5712029778354","20996","4.90058172801831","4.45406350459647","3.73354949456418","3.3641644577294","2.74175090596986","2.27426541086233","3.47606332252527","2.47870960464723","0.829929595036991","82412","54.187013926569","69676","45.812986073431","152088","1.05"
"Dominica","DMA","1987","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.954479342851275","","","","","71842",""
"Denmark","DNK","1982","52.9452619127952","22.5608613546648","30.3844005581305","7.48179520243242","8.0810462460172","65.3828774889238","1658681","63.9725505440539","1687461","66.8298821636069","3346171","7.16969094319749","7.73619301336925","6.8596671221799","7.45416264792847","7.52841242915434","8.12705568843656","7.45964238808109","8.00999469091387","6.1577118569953","6.50576680689723","5.31197519501219","5.44042865134179","5.20564168612583","5.2004516283703","5.51192842367893","5.32546438679264","5.28608529719638","4.9493184035396","14.7509373263465","438001","16.8929656916475","316968","12.5531403125794","754925","4.94924693915527","4.38478294066404","4.4973680530219","3.58185289479702","3.5102771721605","2.39846471673138","3.9360735273098","2.18803976038694","-0.0734810004992979","2592801","50.6623109220161","2525009","49.337689077984","5117810","1.05"
"Algeria","DZA","1971","101.722068538496","7.1819950641866","94.5400734743094","10.9358177247929","11.2816637204471","49.5731580628351","3710351","50.1477800420985","3662295","49.0042776940514","7372645","7.67243865722626","7.8778401157489","6.03189637718592","5.9682455914756","5.42684158071393","5.26979686272107","4.89266281687087","4.91152710693727","4.19202539210908","3.93289871744111","3.22949535021329","2.96853421439371","2.96042592657167","2.6434621155324","2.5033133599159","2.1847831628335","2.30286285649874","1.96552608652077","3.56034224814672","277543","3.75117214415136","251954","3.37133512787119","529503","1.60302285468224","1.4507683832527","1.2576441098692","1.09512125574653","0.577144993386796","0.543740421887225","0.313360186213125","0.281705066984736","2.77658767399254","7398834","49.7492478106713","7473419","50.2507521893287","14872253",""
"Early-demographic dividend","EAR","2019","53.1505105184958","9.11857145924043","43.6363965279005","8.95723605513275","9.29711919832373","65.464319379241","1055828213","65.3882698612072","1098144898","65.5379926225658","2153966626","8.6980079692839","8.96424049707273","8.36543371918693","8.52357273263006","7.94605851163295","7.97908645158394","7.29665241616542","7.28076129465772","6.35563468198949","6.29909693054542","5.56608387616982","5.47442104079593","4.82142652815413","4.69345870717235","4.08588170042974","3.92092833719185","3.2958544030621","3.105307432592","5.96941076680328","104497589","6.47161776783957","91913116","5.48543380338952","196410986","2.48949298113005","2.28417328183019","1.70768316609211","1.45613820271365","1.14524813661881","0.92820487036042","1.1291934839986","0.816917448485255","1.28916576664504","1614705840","49.0748637258049","1675585189","50.9251362741951","3290291029","1.07112970003751"
"Europe & Central Asia (excluding high income)","ECA","1982","56.275185474403","13.6802323666582","41.6528009737817","7.92794437779528","8.9745062258995","64.3778065462008","118260402","63.4509785757295","110342842","65.4017080088816","228603193","8.35236852873384","9.41757394107534","8.07068163599394","8.96478243507253","6.88689479405538","7.58593528943972","4.85504758292285","5.28787768120579","6.03629352459738","6.32101921007815","6.00616629071402","6.28776965549663","5.96494142856774","5.84048560519026","5.64027465821614","4.40256405456146","3.71036575413293","2.31919391086216","8.80703366178649","21241131","11.3966339952882","10032243","5.94624746861828","31273448","3.67519832019715","2.15966685983377","3.48220984508556","1.9000221020541","2.30608997077861","1.10540195523335","1.93313585922687","0.781156551497067","1.00691965882945","186380739","52.487382571467","168715534","47.512617428533","356678273","1.05258505592891"
"Europe & Central Asia","ECS","1963","59.2782488976523","13.8834971271818","44.8563060894045","6.99631335256942","7.98672077133408","62.9961723510033","228657796","63.2743875517823","205493078","62.689565081111","434150513","6.71407038613304","7.52235630077626","7.42268672117377","8.25266924718265","6.99741932467686","7.60843509992765","7.32272187298804","7.22828776417195","5.85167171097372","5.19110632252577","5.23741725741459","4.59066580824299","6.3176430955247","5.51238504475878","5.60574479226702","4.88895925192096","4.80869903806108","3.90797947026993","8.74607168282607","37237865","10.3044941974196","23037404","7.02799781803801","60275274","3.78835589220205","2.7906421754807","2.85545473317171","1.94215132417777","1.98663493174046","1.2907915817893","1.67404864030538","1.00441273659025","1.17436833342323","361374966","52.4362840119522","327794707","47.5637159880478","690411692",""
"Euro area","EMU","1986","48.6759511311951","19.5672311254886","28.9779747262561","7.45735045614126","8.27562145411186","67.3195742154104","103602385","65.6461826396295","102825942","69.0935760266114","206429171","7.82238305039942","8.6296373673949","7.41496891287008","8.11115163065485","6.90230792374803","7.46428937528605","6.70440249182728","7.246217456465","5.94951516393447","6.40421034985344","6.10213077154896","6.43883731557292","5.86078232212285","6.04053653602907","5.69040597980218","5.59619633637497","5.74193556723497","4.8868782048683","13.1725767298119","25060201","15.8790416656894","15333399","10.3032292655445","40392473","3.91871771161713","3.07079609610315","4.28287448149065","2.9978894919678","3.70975923594563","2.32513538574967","3.96769023663597","1.90940829172383","0.249411085787955","157819358","51.4672031082639","148821278","48.5327968917361","306640636",""
"Eritrea","ERI","1989","92.1155891178839","5.28313909183669","86.8324500260472","10.1054804643221","10.2054914807142","52.0519769929377","581869","52.1814421821417","579487","51.9227529801372","1161355","8.4613949751051","8.54849577440559","7.06437518832594","7.10367580121428","5.88455799004204","5.87443640820891","4.85647769503394","4.84330535385321","4.51587677385103","4.55926942734056","3.78974574204009","3.75491910800175","3.11912602413442","2.99823664762342","2.50204468167535","2.32353932060757","1.88236264761167","1.71138365816769","2.74998308040594","33574","3.01088344597018","27778","2.4889432071509","61356","1.34832407845838","1.17709147211251","0.868182600835091","0.721200369873913","0.483818317478082","0.3780276258539","0.310558449198628","0.212623739310572","2.06208652434678","1115088","49.9783070926843","1116056","50.0216929073157","2231144",""
"Spain","ESP","2011","47.6538264109461","25.5870164371489","22.0668099737972","4.63574402908981","5.04494198039944","67.7259800731625","15635463","66.0791901722366","16021636","69.4148508000746","31656950","5.16804163560713","5.54402061141326","6.6543179518145","6.97121671932769","8.28146930435037","8.90131517288244","8.33610416520958","9.17941836784333","7.80432681078461","8.41219368400625","7.527154117424","7.80857151225935","6.76021442609544","6.83250921315222","5.61898691897439","5.60222365564925","5.29283081288676","5.11843988314143","17.3290574510707","4638330","19.602687672656","3461530","14.9973184534489","8100069","4.82012304885012","4.48338927182667","3.95283763741945","3.44179048254633","4.22958238147829","3.23959813060355","6.60014460490818","3.83254056847239","0.355338396471428","23661705","50.6211802241608","23080992","49.3788197758392","46742697","1.064"
"Spain","ESP","1999","45.8133895499058","23.9448407978368","21.868548752069","6.49248718851389","7.12654359561524","68.5808070158872","13787750","67.0064448480224","13909680","70.2150098169254","27697645","7.89441969198094","8.60893461161663","8.03400890157153","8.69089182836708","7.86453301681921","8.4077027588181","7.71892280659944","8.13416431154527","6.97837369134206","7.26761402348805","6.07496645511817","6.26196878741821","5.79669045827141","5.89299752863438","5.17431015149439","5.14767215903822","4.97773248631132","4.67652021238424","16.4215647862894","3849192","18.7065114914266","2783274","14.0497538713358","6632157","5.49312722912872","4.88039275764894","4.66196714872192","3.94459484520704","3.70868894918838","2.65336678210457","4.84272816438758","2.57139948637524","0.405323025522848","20576752","50.9491064424225","19810123","49.0508935575775","40386875",""
"Ethiopia","ETH","1969","87.2564043528607","5.03112281866015","82.2252815342006","10.0033458196434","10.1158153316193","53.4027136364831","7417199","53.3805336916985","7350097","53.4250841924603","14767300","8.83774257282375","9.06502684593223","7.47999759049168","7.56436874480475","6.29851087636077","6.32314960483404","5.27932052441207","5.31063768792661","4.41815160053461","4.41167619970803","3.68192734180927","3.62673033205105","3.02417763114098","2.92867358387598","2.44406043605335","2.32361886713568","1.91329929842862","1.75538699457266","2.68675665736764","424462","3.05479306835987","318507","2.31510730958897","742961","1.39444176521385","1.19436559603726","0.853770553059165","0.603084919904136","0.493596558922734","0.335992098716041","0.312984191164114","0.181664694931531","2.59489508627911","13894951","50.2480534009048","13757764","49.7519465990952","27652715",""
"Finland","FIN","2000","49.5436301059388","22.4224627651107","27.1211673408281","6.11619827707951","6.71572603094554","66.8701187404514","1711830","64.6128701219225","1749507","69.2368013936787","3461337","6.04524784634939","6.61760467002398","5.62248270018359","6.17714439594753","6.5076307489526","7.10074872323774","7.02062797156711","7.65220261725404","7.13820081909335","7.7237502655397","7.50029656828132","8.04283224445604","7.94735206891682","8.49221623183965","5.64669773572471","5.82098557280368","5.06813538577414","4.89359064163078","14.9939263146898","477898","18.0382055265264","298220","11.8020846741936","776117","4.6264275290684","4.1274543173004","4.61637245210187","3.49904326737419","3.971190509815","2.27677094249417","4.82421503554112","1.89881614702489","0.2076065154133","2649364","51.1834821942296","2526845","48.8165178057704","5176209",""
